customer_id,logins,invoices_created,support_tickets
C01396,54,166,2
C01397,81,15,0
C01398,69,15,3
C01399,78,158,1
C01400,78,32,9
C01401,60,40,0
C01402,31,76,5
C01403,20,91,6
C01404,77,2,3
C01405,54,22,4
C01406,9,154,8
C01407,34,168,7
C01408,76,136,1
C01409,80,36,9
C01410,65,154,2
C01411,16,101,8
C01412,70,81,4
C01413,84,121,0
C01414,6,135,8
C01415,35,129,7
C01416,3,160,9
C01417,21,83,6
C01418,7,9,6
C01419,78,59,7
C01420,30,172,3
C01421,22,65,6
C01422,14,149,7
C01423,55,126,9
C01424,89,148,2
C01425,67,177,1
C01426,5,128,1
C01427,69,33,6
C01428,59,146,8
C01429,9,169,7
C01430,48,145,9
C01431,37,120,9
C01432,68,13,6
C01433,20,43,8
C01434,85,113,3
C01435,50,73,9
C01436,24,65,6
C01437,71,151,4
C01438,49,40,0
C01439,8,162,9
C01440,75,36,3
C01441,73,178,0
C01442,6,109,0
C01443,40,118,6
C01444,81,107,2
C01445,54,85,8
C01446,77,92,6
C01447,17,158,5
C01448,51,40,1
C01449,2,140,4
C01450,30,93,7
C01451,32,129,3
C01452,50,16,7
C01453,71,97,8
C01454,16,50,7
C01455,83,43,5
C01456,79,87,1
C01457,55,188,7
C01458,57,133,3
C01459,78,149,0
C01460,45,65,4
C01461,52,95,2
C01462,71,82,2
C01463,47,149,6
C01464,33,71,0
C01465,98,65,2
C01466,24,23,9
C01467,35,91,5
C01468,64,188,7
C01469,85,130,5
C01470,88,162,3
C01471,80,57,7
C01472,60,16,9
C01473,81,104,4
C01474,29,84,9
C01475,18,176,5
C01476,58,25,0
C01477,48,196,3
C01478,11,160,3
C01479,3,45,4
C01480,42,92,0
C01481,18,168,3
C01482,16,141,6
C01483,41,5,5
C01484,65,145,9
C01485,43,71,4
C01486,43,138,0
C01487,91,187,7
C01488,31,35,4
C01489,28,151,7
C01490,51,184,5
C01491,27,144,6
C01492,9,52,9
C01493,38,155,9
C01494,36,143,0
C01495,60,190,5
C01496,91,6,2
C01497,57,103,2
C01498,47,24,2
C01499,90,87,5
C01500,91,133,7
C01501,68,199,2
C01502,51,86,2
C01503,58,93,4
C01504,48,181,5
C01505,59,159,5
C01506,76,35,6
C01507,47,98,6
C01508,15,147,2
C01509,94,34,4
C01510,78,129,0
C01511,72,169,0
C01512,92,122,1
C01513,95,53,1
C01514,2,126,6
C01515,79,192,4
C01516,61,168,2
C01517,40,62,6
C01518,43,55,2
C01519,48,92,2
C01520,72,118,3
C01521,69,11,4
C01522,57,52,7
C01523,68,26,8
C01524,12,74,4
C01525,74,87,7
C01526,68,48,2
C01527,51,45,6
C01528,74,33,2
C01529,29,192,9
C01530,92,78,2
C01531,29,9,3
C01532,83,78,1
C01533,13,105,6
C01534,57,2,5
C01535,98,120,2
C01536,46,116,0
C01537,20,14,9
C01538,82,164,2
C01539,59,35,3
C01540,36,64,9
C01541,1,106,0
C01542,90,153,7
C01543,3,97,1
C01544,44,9,2
C01545,55,43,4
C01546,60,10,8
C01547,3,185,5
C01548,85,33,2
C01549,63,137,2
C01550,82,54,7
C01551,31,13,3
C01552,61,152,4
C01553,49,62,3
C01554,44,168,8
C01555,52,128,7
C01556,31,59,6
C01557,72,56,3
C01558,89,64,8
C01559,49,60,7
C01560,46,23,7
C01561,54,155,9
C01562,84,108,1
C01563,11,61,4
C01564,65,44,5
C01565,85,57,5
C01566,17,43,8
C01567,28,62,3
C01568,82,154,6
C01569,93,93,8
C01570,74,112,4
C01571,9,192,5
C01572,34,197,0
C01573,20,152,6
C01574,95,119,4
C01575,3,74,3
C01576,1,139,2
C01577,60,195,0
C01578,97,181,4
C01579,50,171,2
C01580,8,104,7
C01581,18,155,3
C01582,30,1,2
C01583,97,49,0
C01584,22,48,9
C01585,81,181,1
C01586,9,11,9
C01587,22,137,1
C01588,10,61,0
C01589,97,121,7
C01590,67,88,4
C01591,81,101,1
C01592,9,99,7
C01593,47,22,9
C01594,40,104,4
C01595,36,71,9
C01596,19,172,4
C01597,98,30,1
C01598,2,60,7
C01599,45,55,2
C01600,91,127,3
C01601,83,39,4
C01602,33,169,9
C01603,64,137,8
C01604,26,129,1
C01605,34,131,7
C01606,63,197,4
C01607,28,139,8
C01608,80,132,8
C01609,86,161,9
C01610,92,161,2
C01611,78,45,8
C01612,6,148,6
C01613,11,165,8
C01614,46,84,6
C01615,20,149,7
C01616,36,58,3
C01617,16,51,4
C01618,70,71,5
C01619,72,144,3
C01620,45,164,7
C01621,48,178,4
C01622,4,75,2
C01623,48,176,0
C01624,98,29,0
C01625,84,42,7
C01626,88,98,2
C01627,67,187,9
C01628,28,183,3
C01629,30,120,6
C01630,29,74,0
C01631,21,195,5
C01632,42,150,0
C01633,91,108,2
C01634,50,84,3
C01635,89,124,6
C01636,3,2,1
C01637,65,136,7
C01638,23,114,5
C01639,5,41,9
C01640,95,128,1
C01641,25,89,2
C01642,35,139,3
C01643,65,24,5
C01644,79,154,0
C01645,39,35,4
C01646,88,133,7
C01647,98,143,6
C01648,18,106,2
C01649,25,14,1
C01650,1,165,1
C01651,62,18,9
C01652,9,195,4
C01653,41,104,7
C01654,95,174,5
C01655,22,68,5
C01656,66,57,6
C01657,45,40,0
C01658,52,173,2
C01659,20,144,4
C01660,87,112,6
C01661,12,62,5
C01662,74,23,0
C01663,64,83,8
C01664,32,104,2
C01665,62,51,6
C01666,5,1,0
C01667,44,77,0
C01668,29,173,0
C01669,33,4,3
C01670,87,55,0
C01671,13,89,0
C01672,50,138,8
C01673,2,107,7
C01674,75,30,4
C01675,28,142,1
C01676,89,158,6
C01677,18,5,0
C01678,73,15,8
C01679,66,145,0
C01680,46,48,2
C01681,17,97,5
C01682,33,25,3
C01683,99,19,1
C01684,33,59,4
C01685,96,181,9
C01686,84,167,0
C01687,30,127,0
C01688,22,5,5
C01689,53,168,8
C01690,89,186,9
C01691,46,100,6
C01692,44,134,9
C01693,75,19,3
C01694,34,68,7
C01695,28,24,0
C01696,35,90,4
C01697,68,147,1
C01698,9,59,2
C01699,22,61,9
C01700,61,32,3
C01701,89,106,0
C01702,85,45,4
C01703,25,163,9
C01704,81,182,5
C01705,79,130,0
C01706,41,45,3
C01707,7,161,1
C01708,59,23,0
C01709,96,106,4
C01710,72,164,0
C01711,67,69,7
C01712,33,199,1
C01713,81,137,4
C01714,65,121,2
C01715,60,105,5
C01716,81,88,5
C01717,58,49,7
C01718,44,26,4
C01719,48,27,4
C01720,37,169,4
C01721,25,83,8
C01722,25,134,1
C01723,57,107,2
C01724,13,87,3
C01725,77,66,6
C01726,12,61,9
C01727,96,67,0
C01728,99,66,2
C01729,92,43,9
C01730,63,153,6
C01731,62,107,7
C01732,84,62,1
C01733,28,13,2
C01734,55,83,6
C01735,95,24,6
C01736,88,118,2
C01737,75,97,9
C01738,42,187,4
C01739,61,77,6
C01740,80,95,2
C01741,38,166,7
C01742,81,8,3
C01743,5,58,6
C01744,84,158,1
C01745,48,19,4
C01746,35,30,5
C01747,48,55,0
C01748,14,174,8
C01749,54,166,8
C01750,26,17,3
C01751,43,98,4
C01752,42,126,8
C01753,88,187,9
C01754,95,37,1
C01755,18,55,4
C01756,55,116,3
C01757,50,134,1
C01758,86,194,1
C01759,21,69,8
C01760,34,42,9
C01761,89,65,7
C01762,40,80,9
C01763,30,94,9
C01764,70,10,7
C01765,25,168,7
C01766,69,180,4
C01767,29,24,3
C01768,86,187,9
C01769,67,21,2
C01770,57,180,1
C01771,47,103,9
C01772,94,79,4
C01773,88,133,7
C01774,17,164,4
C01775,49,115,6
C01776,50,22,4
C01777,84,136,9
C01778,90,52,8
C01779,5,129,7
C01780,13,84,7
C01781,63,28,0
C01782,39,31,4
C01783,68,53,8
C01784,45,152,7
C01785,17,45,0
C01786,59,135,8
C01787,99,130,9
C01788,95,63,0
C01789,80,83,4
C01790,98,41,9
C01791,59,89,0
C01792,96,23,7
C01793,97,178,1
C01794,8,74,5
C01795,30,161,1
C01796,3,43,1
C01797,17,55,0
C01798,51,51,5
C01799,24,98,4
C01800,80,165,3
C01801,64,63,3
C01802,84,67,8
C01803,74,173,1
C01804,88,71,9
C01805,71,107,6
C01806,49,177,4
C01807,20,129,9
C01808,77,182,8
C01809,29,164,3
C01810,10,193,5
C01811,9,169,1
C01812,71,94,0
C01813,63,178,0
C01814,33,96,3
C01815,24,177,8
C01816,80,47,2
C01817,32,127,2
C01818,4,10,6
C01819,62,44,7
C01820,78,44,5
C01821,93,109,0
C01822,22,4,5
C01823,23,64,7
C01824,90,148,4
C01825,26,54,7
C01826,49,115,0
C01827,44,169,3
C01828,22,30,8
C01829,67,71,9
C01830,42,169,4
C01831,52,94,9
C01832,17,136,9
C01833,14,85,2
C01834,64,109,2
C01835,45,71,8
C01836,64,197,0
C01837,30,160,5
C01838,13,40,5
C01839,26,190,9
C01840,32,155,7
C01841,46,167,7
C01842,98,123,0
C01843,51,33,6
C01844,87,66,9
C01845,34,105,0
C01846,76,79,7
C01847,87,199,4
C01848,28,13,1
C01849,19,96,2
C01850,48,29,8
C01851,98,68,1
C01852,72,138,3
C01853,34,100,6
C01854,16,76,7
C01855,71,186,2
C01856,27,128,9
C01857,51,155,9
C01858,84,99,8
C01859,54,186,7
C01860,99,104,5
C01861,17,70,7
C01862,92,45,9
C01863,72,178,7
C01864,68,176,2
C01865,97,171,6
C01866,86,14,7
C01867,95,97,5
C01868,1,172,5
C01869,14,156,6
C01870,7,189,3
C01871,64,166,9
C01872,72,199,9
C01873,8,75,8
C01874,54,33,2
C01875,24,195,6
C01876,55,150,8
C01877,1,141,7
C01878,99,93,6
C01879,72,134,4
C01880,69,192,1
C01881,32,106,1
C01882,1,182,3
C01883,66,43,4
C01884,42,183,3
C01885,79,28,1
C01886,9,58,3
C01887,76,15,4
C01888,74,152,3
C01889,24,107,5
C01890,19,114,9
C01891,51,90,6
C01892,81,190,4
C01893,2,193,8
C01894,10,26,3
C01895,69,110,9
C01896,6,95,1
C01897,62,189,9
C01898,66,129,7
C01899,8,82,3
C01900,68,46,3
C01901,59,1,2
C01902,50,51,8
C01903,95,164,3
C01904,36,69,1
C01905,8,69,0
C01906,95,128,0
C01907,17,66,7
C01908,59,99,0
C01909,78,30,4
C01910,8,136,7
C01911,89,2,6
C01912,78,100,6
C01913,87,103,7
C01914,43,25,2
C01915,63,147,4
C01916,81,71,1
C01917,12,104,4
C01918,84,14,4
C01919,98,132,1
C01920,56,174,9
C01921,49,33,5
C01922,52,37,0
C01923,11,107,7
C01924,27,30,0
C01925,62,155,2
C01926,9,120,0
C01927,82,13,1
C01928,36,199,6
C01929,46,82,6
C01930,92,38,4
C01931,84,180,4
C01932,29,73,6
C01933,68,87,9
C01934,79,95,9
C01935,41,66,4
C01936,28,168,7
C01937,64,166,2
C01938,24,41,1
C01939,16,133,9
C01940,22,192,3
C01941,47,56,6
C01942,17,49,8
C01943,1,187,2
C01944,31,96,2
C01945,89,167,6
C01946,12,55,0
C01947,20,192,6
C01948,19,3,1
C01949,5,136,9
C01950,15,73,0
C01951,25,16,9
C01952,35,26,8
C01953,55,160,0
C01954,63,82,7
C01955,47,8,9
C01956,67,103,6
C01957,82,117,9
C01958,64,60,8
C01959,22,12,4
C01960,80,187,2
C01961,79,187,0
C01962,69,162,1
C01963,77,121,5
C01964,92,158,7
C01965,74,44,8
C01966,80,166,7
C01967,2,153,1
C01968,25,152,0
C01969,61,97,9
C01970,5,189,3
C01971,28,137,4
C01972,81,84,9
C01973,66,48,5
C01974,15,52,3
C01975,55,198,4
C01976,38,192,7
C01977,93,36,9
C01978,23,105,2
C01979,82,148,0
C01980,14,104,8
C01981,32,178,8
C01982,44,12,1
C01983,70,135,2
C01984,92,168,7
C01985,82,42,2
C01986,99,93,2
C01987,58,86,5
C01988,4,67,5
C01989,62,178,6
C01990,60,169,9
C01991,95,152,3
C01992,75,197,4
C01993,59,13,9
C01994,75,118,2
C01995,29,162,1
C01996,19,103,2
C01997,17,131,2
C01998,4,96,1
C01999,44,131,0
C02000,4,152,2
C02001,59,35,0
C02002,12,20,7
C02003,47,105,4
C02004,7,172,5
C02005,85,76,9
C02006,97,48,6
C02007,12,43,6
C02008,71,81,3
C02009,54,68,5
C02010,58,199,7
C02011,63,183,5
C02012,15,154,6
C02013,37,159,2
C02014,56,182,8
C02015,73,184,9
C02016,97,56,1
C02017,80,127,7
C02018,31,53,7
C02019,15,189,1
C02020,2,34,8
C02021,13,46,2
C02022,5,84,9
C02023,48,74,5
C02024,33,50,3
C02025,32,197,4
C02026,53,11,2
C02027,21,115,9
C02028,66,86,7
C02029,61,75,9
C02030,54,146,9
C02031,97,159,7
C02032,75,62,6
C02033,41,23,6
C02034,87,104,1
C02035,38,181,9
C02036,33,62,5
C02037,8,74,3
C02038,36,17,8
C02039,33,126,4
C02040,29,41,5
C02041,95,109,6
C02042,57,8,1
C02043,94,159,0
C02044,72,49,5
C02045,61,112,8
C02046,90,185,6
C02047,87,176,8
C02048,55,181,2
C02049,52,190,4
C02050,43,106,5
C02051,26,178,5
C02052,2,55,4
C02053,55,137,1
C02054,90,32,9
C02055,18,87,2
C02056,91,96,5
C02057,50,57,8
C02058,81,100,9
C02059,45,5,7
C02060,15,119,7
C02061,7,112,7
C02062,81,193,5
C02063,83,178,2
C02064,27,95,4
C02065,40,63,7
C02066,17,186,2
C02067,32,185,0
C02068,16,115,0
C02069,63,137,6
C02070,94,99,5
C02071,78,26,4
C02072,60,191,7
C02073,82,194,7
C02074,86,34,0
C02075,52,81,6
C02076,80,6,1
C02077,49,62,3
C02078,49,95,0
C02079,80,75,1
C02080,26,169,9
C02081,51,54,8
C02082,43,164,0
C02083,70,91,6
C02084,71,84,3
C02085,9,113,6
C02086,44,84,6
C02087,64,130,9
C02088,90,101,2
C02089,2,27,1
C02090,36,18,2
C02091,3,124,4
C02092,54,11,7
C02093,21,172,8
C02094,67,4,3
C02095,9,103,5
C02096,12,83,3
C02097,72,43,8
C02098,37,39,4
C02099,85,59,1
C02100,37,153,0
C02101,67,79,4
C02102,56,84,7
C02103,85,81,5
C02104,63,55,6
C02105,26,65,8
C02106,88,93,3
C02107,46,108,4
C02108,53,83,8
C02109,60,94,2
C02110,98,153,0
C02111,32,37,7
C02112,91,122,8
C02113,62,75,9
C02114,47,82,9
C02115,61,54,3
C02116,94,73,5
C02117,4,156,6
C02118,2,91,6
C02119,23,110,7
C02120,55,52,5
C02121,41,192,6
C02122,68,38,8
C02123,37,44,5
C02124,11,87,1
C02125,36,62,3
C02126,15,68,4
C02127,67,166,7
C02128,30,178,3
C02129,57,61,0
C02130,62,28,0
C02131,87,70,1
C02132,33,97,7
C02133,65,31,2
C02134,1,185,5
C02135,3,127,6
C02136,9,138,0
C02137,32,140,4
C02138,77,7,1
C02139,45,88,6
C02140,95,156,2
C02141,57,75,8
C02142,21,20,0
C02143,23,120,1
C02144,77,65,8
C02145,26,155,6
C02146,89,144,2
C02147,72,164,7
C02148,30,70,4
C02149,69,138,1
C02150,24,44,9
C02151,74,147,0
C02152,83,90,5
C02153,64,193,3
C02154,35,74,1
C02155,22,190,0
C02156,39,33,6
C02157,55,165,3
C02158,7,113,0
C02159,62,141,9
C02160,39,102,0
C02161,20,94,6
C02162,56,88,4
C02163,96,98,0
C02164,66,37,8
C02165,15,19,2
C02166,74,66,9
C02167,21,30,0
C02168,79,160,1
C02169,34,161,9
C02170,35,168,5
C02171,5,143,2
C02172,56,198,9
C02173,83,100,7
C02174,7,108,0
C02175,53,80,0
C02176,44,85,7
C02177,58,98,0
C02178,42,104,3
C02179,18,118,5
C02180,6,38,0
C02181,4,136,3
C02182,69,76,4
C02183,14,39,0
C02184,41,60,1
C02185,47,188,1
C02186,97,109,5
C02187,53,56,1
C02188,21,18,5
C02189,13,123,8
C02190,66,176,1
C02191,15,104,6
C02192,80,149,0
C02193,99,184,8
C02194,45,140,3
C02195,84,6,4
C02196,65,159,3
C02197,46,98,9
C02198,3,71,8
C02199,17,127,0
C02200,17,61,9
C02201,84,118,5
C02202,20,68,4
C02203,4,185,7
C02204,75,61,1
C02205,15,116,3
C02206,57,112,4
C02207,45,17,7
C02208,27,157,0
C02209,88,67,6
C02210,20,59,7
C02211,79,3,0
C02212,6,110,4
C02213,18,103,5
C02214,86,155,9
C02215,49,1,4
C02216,85,79,8
C02217,24,78,3
C02218,81,132,1
C02219,11,4,8
C02220,18,124,1
C02221,35,33,1
C02222,55,11,5
C02223,95,185,8
C02224,28,154,4
C02225,88,88,9
C02226,36,111,1
C02227,24,154,5
C02228,33,182,0
C02229,94,155,9
C02230,37,102,9
C02231,13,182,2
C02232,16,2,2
C02233,43,9,9
C02234,73,72,5
C02235,50,104,3
C02236,13,116,7
C02237,71,64,6
C02238,35,115,8
C02239,90,65,4
C02240,73,21,4
C02241,35,154,4
C02242,24,143,8
C02243,97,171,1
C02244,85,167,6
C02245,53,16,9
C02246,86,35,2
C02247,39,23,7
C02248,19,140,8
C02249,44,184,9
C02250,46,52,8
C02251,45,19,4
C02252,32,98,9
C02253,5,190,8
C02254,76,136,2
C02255,6,115,7
C02256,82,87,6
C02257,7,139,3
C02258,83,123,8
C02259,15,43,6
C02260,73,98,7
C02261,20,69,7
C02262,59,165,2
C02263,84,153,6
C02264,4,152,7
C02265,74,106,2
C02266,40,34,8
C02267,65,82,9
C02268,35,140,3
C02269,88,170,9
C02270,44,103,6
C02271,7,79,7
C02272,22,111,7
C02273,23,12,4
C02274,65,157,6
C02275,88,148,7
C02276,20,79,1
C02277,32,131,9
C02278,95,80,3
C02279,97,61,5
C02280,36,71,8
C02281,18,150,1
C02282,97,73,6
C02283,33,17,1
C02284,69,97,9
C02285,82,2,1
C02286,9,7,0
C02287,42,14,8
C02288,95,4,5
C02289,71,173,1
C02290,79,191,9
C02291,4,10,3
C02292,46,45,3
C02293,72,44,6
C02294,24,183,6
C02295,72,146,3
C02296,69,11,4
C02297,23,182,8
C02298,55,129,5
C02299,98,53,1
C02300,15,96,1
C02301,51,33,2
C02302,50,135,6
C02303,47,83,1
C02304,83,25,0
C02305,25,197,3
C02306,39,177,9
C02307,68,74,6
C02308,46,132,4
C02309,72,152,6
C02310,93,174,6
C02311,13,198,6
C02312,38,121,0
C02313,36,140,7
C02314,37,190,5
C02315,42,84,5
C02316,95,62,9
C02317,19,62,3
C02318,37,76,8
C02319,89,186,9
C02320,65,166,8
C02321,85,196,5
C02322,39,145,8
C02323,26,10,0
C02324,42,171,6
C02325,62,33,8
C02326,53,37,4
C02327,67,120,5
C02328,50,156,5
C02329,69,174,4
C02330,29,109,9
C02331,97,130,8
C02332,2,124,4
C02333,18,174,2
C02334,60,166,5
C02335,14,38,5
C02336,40,21,0
C02337,64,151,3
C02338,30,161,9
C02339,29,43,9
C02340,29,118,0
C02341,19,94,5
C02342,90,68,1
C02343,58,198,4
C02344,40,192,2
C02345,9,64,5
C02346,77,125,8
C02347,31,37,2
C02348,78,79,8
C02349,95,104,4
C02350,15,151,1
C02351,34,73,9
C02352,62,34,9
C02353,74,107,9
C02354,57,162,9
C02355,21,155,8
C02356,54,4,2
C02357,89,81,8
C02358,37,197,5
C02359,40,100,0
C02360,20,94,0
C02361,71,63,2
C02362,18,78,4
C02363,44,142,5
C02364,56,194,4
C02365,90,28,7
C02366,17,21,5
C02367,42,108,1
C02368,71,87,4
C02369,28,138,6
C02370,21,26,1
C02371,37,163,4
C02372,23,34,4
C02373,48,2,7
C02374,59,171,8
C02375,74,172,2
C02376,52,172,3
C02377,17,43,8
C02378,38,52,8
C02379,1,110,2
C02380,75,133,1
C02381,33,147,6
C02382,95,123,3
C02383,44,158,2
C02384,88,49,1
C02385,20,125,9
C02386,47,191,7
C02387,69,116,6
C02388,42,157,4
C02389,26,76,6
C02390,49,53,0
C02391,71,98,8
C02392,91,28,7
C02393,18,181,3
C02394,95,145,0
C02395,9,82,3
C02396,66,24,0
C02397,60,88,5
C02398,37,76,7
C02399,47,193,4
C02400,29,36,8
C02401,98,160,9
C02402,63,197,1
C02403,15,154,1
C02404,9,184,3
C02405,80,67,5
C02406,66,33,5
C02407,1,167,5
C02408,9,84,5
C02409,57,186,0
C02410,56,12,0
C02411,20,84,2
C02412,2,81,1
C02413,1,43,6
C02414,74,107,5
C02415,87,13,4
C02416,54,83,7
C02417,19,90,1
C02418,18,116,6
C02419,24,133,9
C02420,52,106,3
C02421,86,173,2
C02422,20,89,0
C02423,11,133,9
C02424,73,23,1
C02425,79,35,6
C02426,60,96,2
C02427,16,54,4
C02428,13,125,2
C02429,53,177,6
C02430,6,70,3
C02431,25,120,7
C02432,63,37,9
C02433,47,119,7
C02434,15,22,3
C02435,54,136,1
C02436,82,185,6
C02437,43,71,0
C02438,97,188,8
C02439,14,183,4
C02440,34,162,9
C02441,2,41,3
C02442,20,28,3
C02443,16,31,8
C02444,67,21,0
C02445,30,74,3
C02446,87,51,5
C02447,51,36,7
C02448,87,154,1
C02449,3,19,7
C02450,77,6,8
C02451,51,176,7
C02452,46,15,4
C02453,40,110,0
C02454,29,109,5
C02455,23,124,0
C02456,17,49,3
C02457,85,18,8
C02458,93,84,4
C02459,69,193,6
C02460,85,150,8
C02461,66,188,3
C02462,23,164,4
C02463,75,112,5
C02464,79,138,0
C02465,23,20,9
C02466,7,198,4
C02467,43,113,9
C02468,62,61,3
C02469,34,101,0
C02470,51,59,3
C02471,44,150,4
C02472,70,68,8
C02473,80,4,0
C02474,55,83,5
C02475,66,157,7
C02476,96,58,8
C02477,58,58,4
C02478,43,54,1
C02479,61,28,0
C02480,38,105,4
C02481,28,167,2
C02482,57,57,5
C02483,41,64,8
C02484,73,92,0
C02485,89,30,3
C02486,50,86,3
C02487,90,178,6
C02488,90,182,1
C02489,61,23,7
C02490,69,18,5
C02491,63,81,3
C02492,81,125,2
C02493,26,182,9
C02494,26,95,6
C02495,73,156,8
C02496,23,136,1
C02497,52,160,7
C02498,88,107,1
C02499,73,134,5
C02500,74,118,7
C02501,70,40,0
C02502,4,179,6
C02503,1,47,8
C02504,6,115,5
C02505,56,70,5
C02506,29,196,8
C02507,3,135,1
C02508,88,27,3
C02509,42,194,7
C02510,9,54,4
C02511,81,142,8
C02512,59,150,2
C02513,38,197,5
C02514,42,56,5
C02515,50,108,2
C02516,14,60,5
C02517,45,51,0
C02518,33,144,4
C02519,20,128,1
C02520,34,134,7
C02521,67,1,6
C02522,84,12,6
C02523,67,24,9
C02524,70,126,3
C02525,93,75,1
C02526,39,171,2
C02527,43,105,9
C02528,95,162,3
C02529,39,57,2
C02530,85,149,2
C02531,44,40,0
C02532,1,33,0
C02533,97,161,7
C02534,50,156,7
C02535,74,108,0
C02536,62,65,3
C02537,90,76,1
C02538,3,46,0
C02539,78,161,1
C02540,8,108,0
C02541,48,197,4
C02542,96,194,9
C02543,41,164,5
C02544,36,182,7
C02545,91,178,9
C02546,57,179,7
C02547,97,114,3
C02548,85,52,2
C02549,90,149,4
C02550,78,124,7
C02551,43,30,4
C02552,28,143,9
C02553,92,137,6
C02554,85,32,3
C02555,59,72,1
C02556,29,151,8
C02557,38,27,9
C02558,34,42,1
C02559,65,8,1
C02560,20,11,7
C02561,26,149,9
C02562,27,44,5
C02563,23,167,4
C02564,71,33,2
C02565,22,67,6
C02566,47,55,7
C02567,99,13,8
C02568,68,36,1
C02569,93,87,7
C02570,67,26,4
C02571,66,38,0
C02572,69,100,9
C02573,82,151,6
C02574,98,136,6
C02575,15,14,9
C02576,44,24,2
C02577,51,119,2
C02578,65,168,3
C02579,86,101,4
C02580,25,153,4
C02581,61,118,4
C02582,17,153,5
C02583,97,17,0
C02584,52,132,6
C02585,58,85,3
C02586,81,109,4
C02587,57,111,7
C02588,38,105,7
C02589,69,81,4
C02590,37,99,2
C02591,75,41,9
C02592,76,60,7
C02593,34,87,1
C02594,35,43,8
C02595,60,182,5
C02596,39,52,9
C02597,46,21,3
C02598,16,152,3
C02599,88,165,2
C02600,31,122,4
C02601,14,172,5
C02602,47,133,9
C02603,32,189,2
C02604,77,44,8
C02605,17,134,7
C02606,56,78,5
C02607,36,131,4
C02608,42,65,2
C02609,82,159,2
C02610,19,183,7
C02611,7,45,5
C02612,55,114,9
C02613,30,74,5
C02614,76,55,3
C02615,75,60,2
C02616,29,159,5
C02617,67,115,0
C02618,34,39,4
C02619,34,124,6
C02620,95,104,0
C02621,86,48,9
C02622,2,80,3
C02623,27,27,1
C02624,47,16,0
C02625,96,180,0
C02626,57,109,6
C02627,99,132,5
C02628,17,170,6
C02629,98,117,0
C02630,26,91,9
C02631,10,182,2
C02632,39,137,6
C02633,9,153,9
C02634,25,88,9
C02635,20,58,8
C02636,15,18,5
C02637,91,172,7
C02638,11,90,8
C02639,16,74,6
C02640,94,177,8
C02641,22,44,9
C02642,62,110,3
C02643,24,166,8
C02644,88,193,8
C02645,36,81,1
C02646,18,128,8
C02647,20,10,2
C02648,8,63,6
C02649,15,94,2
C02650,77,46,4
C02651,78,2,1
C02652,47,114,9
C02653,88,148,9
C02654,24,3,2
C02655,47,36,9
C02656,18,5,3
C02657,32,20,9
C02658,99,3,5
C02659,84,3,5
C02660,42,100,2
C02661,96,70,2
C02662,37,88,8
C02663,33,128,9
C02664,1,47,1
C02665,92,102,3
C02666,27,37,4
C02667,17,8,7
C02668,46,102,7
C02669,79,113,5
C02670,78,107,1
C02671,95,129,9
C02672,34,45,9
C02673,3,10,0
C02674,56,86,6
C02675,12,196,9
C02676,26,171,0
C02677,24,87,2
C02678,60,169,8
C02679,58,12,5
C02680,63,8,7
C02681,98,124,8
C02682,8,45,6
C02683,76,88,7
C02684,73,129,3
C02685,26,154,4
C02686,58,86,6
C02687,38,107,8
C02688,49,159,7
C02689,43,56,6
C02690,59,98,3
C02691,83,37,0
C02692,21,132,0
C02693,13,72,4
C02694,99,121,6
C02695,3,172,7
C02696,89,95,6
C02697,32,177,3
C02698,21,87,6
C02699,14,168,5
C02700,95,102,7
C02701,8,68,8
C02702,7,100,0
C02703,99,199,1
C02704,83,127,7
C02705,59,138,6
C02706,2,70,6
C02707,69,4,2
C02708,44,21,6
C02709,66,42,3
C02710,18,84,9
C02711,79,116,9
C02712,16,134,1
C02713,12,11,0
C02714,60,119,7
C02715,86,73,4
C02716,92,140,9
C02717,54,31,3
C02718,40,159,8
C02719,43,171,4
C02720,22,186,9
C02721,4,50,1
C02722,76,98,8
C02723,21,41,9
C02724,91,112,6
C02725,23,113,8
C02726,42,164,4
C02727,91,172,6
C02728,41,127,7
C02729,16,66,3
C02730,96,113,7
C02731,36,15,6
C02732,17,34,2
C02733,54,198,7
C02734,82,44,3
C02735,91,161,1
C02736,7,79,8
C02737,41,99,7
C02738,62,92,3
C02739,84,106,2
C02740,57,134,2
C02741,99,118,5
C02742,33,40,1
C02743,26,6,2
C02744,88,75,0
C02745,24,14,9
C02746,31,123,4
C02747,27,5,2
C02748,49,45,6
C02749,73,187,8
C02750,66,43,4
C02751,70,181,1
C02752,31,155,1
C02753,25,120,3
C02754,16,197,9
C02755,6,69,8
C02756,87,48,1
C02757,69,111,4
C02758,17,73,6
C02759,9,111,9
C02760,90,25,3
C02761,62,136,6
C02762,13,78,6
C02763,7,160,1
C02764,18,61,1
C02765,45,87,1
C02766,24,1,8
C02767,55,111,0
C02768,32,159,5
C02769,7,199,6
C02770,20,143,8
C02771,98,70,2
C02772,19,144,8
C02773,62,108,6
C02774,14,81,4
C02775,32,93,4
C02776,9,106,6
C02777,49,72,9
C02778,90,57,5
C02779,84,11,7
C02780,93,146,9
C02781,16,173,9
C02782,95,148,8
C02783,24,91,5
C02784,30,87,2
C02785,8,142,8
C02786,90,109,1
C02787,79,27,4
C02788,10,97,9
C02789,36,9,3
C02790,24,13,1
C02791,8,173,5
C02792,1,8,9
C02793,74,114,6
