customer_id,plan,monthly_price,status
C02453,Pro,50,Churned
C02454,Pro,120,Active
C02455,Pro,120,Active
C02456,Pro,120,Active
C02457,Basic,20,Active
C02458,Enterprise,20,Active
C02459,Basic,50,Active
C02460,Enterprise,120,Churned
C02461,Enterprise,50,Churned
C02462,Enterprise,20,Active
C02463,Enterprise,50,Active
C02464,Basic,50,Active
C02465,Enterprise,120,Active
C02466,Pro,50,Active
C02467,Pro,120,Active
C02468,Enterprise,50,Churned
C02469,Pro,50,Active
C02470,Pro,20,Active
C02471,Enterprise,20,Churned
C02472,Enterprise,50,Active
C02473,Enterprise,50,Active
C02474,Basic,120,Active
C02475,Enterprise,20,Active
C02476,Enterprise,20,Churned
C02477,Basic,50,Active
C02478,Pro,120,Active
C02479,Basic,20,Active
C02480,Pro,50,Churned
C02481,Basic,50,Active
C02482,Enterprise,50,Churned
C02483,Basic,50,Active
C02484,Enterprise,50,Active
C02485,Pro,20,Active
C02486,Enterprise,20,Churned
C02487,Basic,120,Active
C02488,Basic,50,Active
C02489,Pro,120,Active
C02490,Enterprise,50,Active
C02491,Pro,50,Active
C02492,Enterprise,50,Active
C02493,Enterprise,120,Active
C02494,Pro,50,Active
C02495,Pro,120,Churned
C02496,Enterprise,20,Churned
C02497,Pro,50,Active
C02498,Enterprise,120,Active
C02499,Pro,20,Active
C02500,Pro,50,Active
C02501,Pro,20,Churned
C02502,Basic,50,Active
C02503,Pro,120,Churned
C02504,Basic,50,Active
C02505,Enterprise,50,Active
C02506,Enterprise,120,Active
C02507,Pro,120,Active
C02508,Basic,120,Churned
C02509,Enterprise,50,Churned
C02510,Basic,20,Active
C02511,Basic,120,Active
C02512,Enterprise,20,Active
C02513,Basic,120,Active
C02514,Basic,120,Active
C02515,Enterprise,50,Active
C02516,Pro,120,Active
C02517,Pro,20,Churned
C02518,Basic,50,Active
C02519,Pro,120,Active
C02520,Enterprise,20,Active
C02521,Enterprise,50,Churned
C02522,Enterprise,20,Active
C02523,Basic,50,Churned
C02524,Enterprise,50,Active
C02525,Basic,50,Churned
C02526,Basic,120,Active
C02527,Enterprise,50,Active
C02528,Enterprise,120,Churned
C02529,Basic,120,Churned
C02530,Enterprise,120,Active
C02531,Pro,120,Active
C02532,Basic,50,Active
C02533,Basic,120,Active
C02534,Enterprise,20,Active
C02535,Enterprise,20,Active
C02536,Basic,50,Churned
C02537,Basic,120,Active
C02538,Basic,20,Churned
C02539,Enterprise,20,Churned
C02540,Basic,120,Active
C02541,Pro,120,Active
C02542,Pro,50,Active
C02543,Enterprise,20,Active
C02544,Basic,50,Churned
C02545,Basic,20,Active
C02546,Pro,120,Active
C02547,Basic,20,Churned
C02548,Enterprise,20,Active
C02549,Enterprise,20,Active
C02550,Enterprise,120,Active
C02551,Basic,120,Churned
C02552,Basic,20,Churned
C02553,Pro,20,Active
C02554,Pro,120,Active
C02555,Enterprise,120,Churned
C02556,Basic,120,Churned
C02557,Basic,20,Active
C02558,Enterprise,50,Active
C02559,Enterprise,50,Active
C02560,Pro,120,Churned
C02561,Pro,50,Active
C02562,Enterprise,20,Active
C02563,Basic,50,Active
C02564,Pro,50,Active
C02565,Enterprise,50,Active
C02566,Basic,120,Churned
C02567,Enterprise,20,Active
C02568,Basic,120,Active
C02569,Pro,50,Active
C02570,Basic,120,Active
C02571,Basic,20,Active
C02572,Enterprise,20,Churned
C02573,Basic,20,Active
C02574,Pro,20,Active
C02575,Enterprise,50,Active
C02576,Enterprise,50,Active
C02577,Enterprise,50,Active
C02578,Enterprise,50,Active
C02579,Enterprise,50,Active
C02580,Enterprise,120,Active
C02581,Enterprise,20,Active
C02582,Pro,50,Active
C02583,Pro,20,Active
C02584,Enterprise,20,Active
C02585,Basic,50,Churned
C02586,Enterprise,50,Active
C02587,Enterprise,20,Churned
C02588,Enterprise,20,Active
C02589,Basic,20,Active
C02590,Pro,120,Active
C02591,Basic,120,Active
C02592,Basic,20,Active
C02593,Basic,120,Active
C02594,Basic,20,Active
C02595,Enterprise,20,Active
C02596,Pro,50,Active
C02597,Basic,20,Churned
C02598,Pro,50,Active
C02599,Enterprise,50,Active
C02600,Enterprise,20,Active
C02601,Pro,120,Active
C02602,Enterprise,20,Active
C02603,Pro,20,Active
C02604,Basic,120,Active
C02605,Enterprise,50,Churned
C02606,Enterprise,120,Churned
C02607,Pro,20,Churned
C02608,Enterprise,20,Churned
C02609,Basic,120,Active
C02610,Enterprise,120,Active
C02611,Enterprise,120,Active
C02612,Enterprise,50,Active
C02613,Pro,120,Active
C02614,Basic,20,Active
C02615,Basic,120,Active
C02616,Enterprise,20,Active
C02617,Enterprise,50,Active
C02618,Pro,50,Active
C02619,Basic,120,Active
C02620,Enterprise,20,Active
C02621,Basic,50,Churned
C02622,Enterprise,120,Active
C02623,Enterprise,50,Churned
C02624,Pro,120,Active
C02625,Basic,20,Active
C02626,Basic,120,Churned
C02627,Enterprise,20,Active
C02628,Enterprise,50,Churned
C02629,Pro,20,Active
C02630,Enterprise,20,Churned
C02631,Basic,50,Churned
C02632,Pro,20,Active
C02633,Basic,20,Churned
C02634,Pro,120,Active
C02635,Basic,20,Active
C02636,Enterprise,120,Churned
C02637,Basic,20,Churned
C02638,Basic,50,Active
C02639,Pro,20,Churned
C02640,Basic,20,Active
C02641,Enterprise,20,Active
C02642,Pro,120,Active
C02643,Pro,50,Churned
C02644,Basic,50,Active
C02645,Pro,20,Active
C02646,Enterprise,20,Churned
C02647,Basic,120,Churned
C02648,Enterprise,50,Active
C02649,Basic,20,Active
C02650,Basic,20,Active
C02651,Pro,50,Active
C02652,Pro,20,Churned
C02653,Pro,20,Active
C02654,Basic,50,Active
C02655,Pro,120,Churned
C02656,Enterprise,20,Churned
C02657,Pro,20,Active
C02658,Enterprise,50,Active
C02659,Pro,50,Churned
C02660,Basic,120,Active
C02661,Pro,120,Active
C02662,Enterprise,20,Active
C02663,Enterprise,120,Active
C02664,Pro,120,Active
C02665,Enterprise,120,Active
C02666,Basic,20,Active
C02667,Pro,120,Churned
C02668,Enterprise,120,Churned
C02669,Pro,120,Active
C02670,Pro,50,Active
C02671,Pro,120,Active
C02672,Pro,120,Active
C02673,Pro,50,Churned
C02674,Basic,50,Active
C02675,Pro,20,Active
C02676,Basic,20,Active
C02677,Pro,50,Active
C02678,Enterprise,20,Active
C02679,Pro,120,Active
C02680,Pro,20,Active
C02681,Enterprise,120,Active
C02682,Basic,120,Churned
C02683,Basic,120,Churned
C02684,Basic,50,Active
C02685,Basic,20,Active
C02686,Enterprise,20,Active
C02687,Basic,50,Active
C02688,Basic,50,Active
C02689,Basic,20,Active
C02690,Basic,50,Active
C02691,Basic,50,Active
C02692,Pro,120,Churned
C02693,Pro,120,Active
C02694,Basic,120,Active
C02695,Enterprise,50,Active
C02696,Enterprise,50,Active
C02697,Pro,120,Churned
C02698,Enterprise,120,Active
C02699,Pro,20,Active
C02700,Basic,120,Active
C02701,Basic,120,Churned
C02702,Enterprise,20,Churned
C02703,Enterprise,20,Churned
C02704,Enterprise,20,Active
C02705,Basic,20,Churned
C02706,Basic,50,Active
C02707,Enterprise,20,Active
C02708,Enterprise,20,Active
C02709,Enterprise,50,Active
C02710,Enterprise,20,Active
C02711,Pro,20,Active
C02712,Enterprise,20,Active
C02713,Enterprise,50,Active
C02714,Pro,120,Active
C02715,Pro,20,Active
C02716,Pro,20,Churned
C02717,Pro,20,Churned
C02718,Enterprise,20,Active
C02719,Basic,50,Churned
C02720,Basic,120,Active
C02721,Basic,20,Active
C02722,Basic,20,Churned
C02723,Basic,50,Active
C02724,Basic,120,Churned
C02725,Pro,120,Churned
C02726,Pro,120,Churned
C02727,Basic,20,Active
C02728,Enterprise,20,Churned
C02729,Enterprise,20,Active
C02730,Basic,50,Active
C02731,Enterprise,50,Churned
C02732,Pro,50,Churned
C02733,Pro,20,Active
C02734,Enterprise,20,Churned
C02735,Basic,20,Churned
C02736,Pro,120,Churned
C02737,Enterprise,50,Active
C02738,Enterprise,50,Churned
C02739,Pro,120,Active
C02740,Pro,120,Active
C02741,Basic,120,Churned
C02742,Enterprise,20,Active
C02743,Basic,120,Active
C02744,Pro,20,Active
C02745,Enterprise,20,Active
C02746,Pro,50,Active
C02747,Pro,120,Churned
C02748,Pro,20,Churned
C02749,Basic,20,Active
C02750,Pro,120,Active
C02751,Basic,20,Active
C02752,Pro,20,Active
C02753,Pro,20,Churned
C02754,Enterprise,120,Active
C02755,Pro,20,Active
C02756,Enterprise,50,Churned
C02757,Enterprise,120,Active
C02758,Basic,50,Active
C02759,Enterprise,50,Churned
C02760,Enterprise,50,Active
C02761,Pro,20,Churned
C02762,Pro,20,Active
C02763,Basic,50,Churned
C02764,Enterprise,50,Active
C02765,Enterprise,120,Active
C02766,Basic,50,Active
C02767,Pro,20,Active
C02768,Enterprise,50,Active
C02769,Basic,50,Active
C02770,Pro,120,Active
C02771,Basic,50,Active
C02772,Basic,120,Active
C02773,Enterprise,120,Active
C02774,Pro,50,Active
C02775,Enterprise,50,Churned
C02776,Enterprise,20,Active
C02777,Pro,20,Active
C02778,Pro,120,Active
C02779,Pro,120,Active
C02780,Enterprise,20,Active
C02781,Pro,120,Churned
C02782,Pro,20,Active
C02783,Pro,120,Active
C02784,Basic,20,Active
C02785,Pro,20,Active
C02786,Enterprise,120,Active
C02787,Basic,120,Active
C02788,Enterprise,120,Active
C02789,Basic,50,Active
C02790,Pro,50,Active
C02791,Basic,120,Active
C02792,Enterprise,120,Churned
C02793,Basic,120,Active
C02794,Pro,120,Active
C02795,Pro,20,Active
C02796,Enterprise,50,Active
C02797,Basic,120,Active
C02798,Enterprise,50,Active
C02799,Enterprise,50,Active
C02800,Enterprise,20,Churned
C02801,Pro,120,Active
C02802,Basic,50,Active
C02803,Pro,20,Active
C02804,Pro,120,Churned
C02805,Pro,120,Churned
C02806,Basic,50,Active
C02807,Pro,20,Churned
C02808,Pro,20,Active
C02809,Pro,20,Churned
C02810,Basic,20,Active
C02811,Basic,120,Active
C02812,Enterprise,50,Active
C02813,Pro,50,Active
C02814,Pro,20,Active
C02815,Basic,20,Active
C02816,Basic,20,Active
C02817,Pro,50,Active
C02818,Enterprise,120,Churned
C02819,Enterprise,120,Churned
C02820,Pro,20,Active
C02821,Enterprise,120,Active
C02822,Enterprise,120,Active
C02823,Pro,50,Active
C02824,Enterprise,20,Churned
C02825,Basic,120,Active
C02826,Pro,20,Active
C02827,Basic,20,Churned
C02828,Pro,120,Active
C02829,Basic,50,Churned
C02830,Enterprise,120,Active
C02831,Basic,50,Active
C02832,Basic,120,Active
C02833,Basic,20,Churned
C02834,Basic,50,Churned
C02835,Basic,50,Active
C02836,Pro,20,Active
C02837,Basic,120,Active
C02838,Basic,50,Active
C02839,Pro,120,Churned
C02840,Pro,120,Churned
C02841,Enterprise,120,Churned
C02842,Basic,20,Active
C02843,Basic,120,Active
C02844,Enterprise,20,Active
C02845,Basic,50,Active
C02846,Enterprise,120,Active
C02847,Pro,50,Active
C02848,Basic,120,Active
C02849,Basic,50,Active
C02850,Pro,20,Active
C02851,Basic,50,Active
C02852,Pro,50,Active
C02853,Pro,120,Active
C02854,Enterprise,120,Churned
C02855,Pro,120,Active
C02856,Enterprise,120,Active
C02857,Pro,20,Active
C02858,Enterprise,50,Active
C02859,Enterprise,50,Active
C02860,Enterprise,20,Active
C02861,Enterprise,50,Churned
C02862,Basic,120,Churned
C02863,Pro,120,Active
C02864,Pro,120,Active
C02865,Pro,50,Active
C02866,Pro,20,Active
C02867,Enterprise,20,Active
C02868,Basic,50,Active
C02869,Pro,20,Active
C02870,Pro,20,Churned
C02871,Pro,120,Active
C02872,Enterprise,50,Active
C02873,Pro,20,Active
C02874,Pro,50,Churned
C02875,Basic,120,Active
C02876,Enterprise,120,Active
C02877,Basic,20,Active
C02878,Pro,50,Churned
C02879,Enterprise,50,Churned
C02880,Pro,120,Active
C02881,Pro,120,Active
C02882,Enterprise,120,Active
C02883,Basic,20,Churned
C02884,Enterprise,50,Churned
C02885,Enterprise,20,Active
C02886,Basic,50,Active
C02887,Enterprise,120,Active
C02888,Basic,20,Active
C02889,Basic,20,Active
C02890,Enterprise,20,Active
C02891,Enterprise,120,Active
C02892,Basic,20,Active
C02893,Basic,20,Churned
C02894,Basic,120,Active
C02895,Basic,50,Active
C02896,Basic,20,Churned
C02897,Enterprise,120,Active
C02898,Pro,20,Active
C02899,Enterprise,20,Active
C02900,Pro,50,Churned
C02901,Basic,120,Active
C02902,Enterprise,50,Churned
C02903,Pro,50,Active
C02904,Basic,120,Active
C02905,Enterprise,50,Active
C02906,Pro,20,Churned
C02907,Enterprise,120,Active
C02908,Pro,120,Churned
C02909,Enterprise,20,Active
C02910,Enterprise,20,Active
C02911,Pro,20,Active
C02912,Enterprise,50,Churned
C02913,Enterprise,50,Active
C02914,Basic,50,Active
C02915,Pro,50,Active
C02916,Enterprise,50,Active
C02917,Pro,50,Active
C02918,Enterprise,120,Churned
C02919,Pro,120,Churned
C02920,Pro,120,Active
C02921,Basic,120,Churned
C02922,Basic,120,Active
C02923,Pro,120,Active
C02924,Enterprise,50,Active
C02925,Pro,120,Active
C02926,Enterprise,20,Churned
C02927,Pro,120,Active
C02928,Basic,20,Active
C02929,Basic,20,Active
C02930,Enterprise,120,Active
C02931,Pro,50,Active
C02932,Enterprise,50,Active
C02933,Basic,20,Active
C02934,Pro,50,Active
C02935,Basic,20,Active
C02936,Basic,50,Churned
C02937,Pro,50,Active
C02938,Enterprise,50,Active
C02939,Pro,50,Churned
C02940,Basic,120,Active
C02941,Basic,120,Churned
C02942,Basic,120,Active
C02943,Basic,20,Churned
C02944,Enterprise,120,Active
C02945,Pro,120,Active
C02946,Pro,120,Churned
C02947,Enterprise,50,Churned
C02948,Enterprise,50,Churned
C02949,Basic,50,Active
C02950,Pro,50,Active
C02951,Pro,50,Churned
C02952,Pro,120,Active
C02953,Enterprise,120,Active
C02954,Basic,50,Churned
C02955,Basic,50,Active
C02956,Pro,120,Active
C02957,Basic,120,Active
C02958,Enterprise,50,Churned
C02959,Enterprise,20,Active
C02960,Pro,50,Active
C02961,Basic,120,Active
C02962,Enterprise,20,Churned
C02963,Enterprise,50,Active
C02964,Enterprise,120,Churned
C02965,Enterprise,120,Active
C02966,Basic,120,Active
C02967,Enterprise,50,Active
C02968,Enterprise,50,Active
C02969,Basic,20,Active
C02970,Pro,120,Churned
C02971,Pro,120,Active
C02972,Enterprise,20,Active
C02973,Pro,50,Active
C02974,Basic,120,Active
C02975,Enterprise,20,Active
C02976,Basic,120,Churned
C02977,Pro,50,Active
C02978,Pro,50,Churned
C02979,Enterprise,20,Active
C02980,Pro,20,Churned
C02981,Enterprise,120,Active
C02982,Enterprise,50,Churned
C02983,Basic,50,Active
C02984,Pro,20,Active
C02985,Pro,20,Active
C02986,Enterprise,120,Churned
C02987,Enterprise,50,Active
C02988,Enterprise,120,Active
C02989,Enterprise,120,Active
C02990,Basic,20,Churned
C02991,Pro,50,Churned
C02992,Basic,20,Active
C02993,Pro,120,Active
C02994,Basic,120,Churned
C02995,Enterprise,50,Churned
C02996,Basic,50,Active
C02997,Basic,50,Active
C02998,Enterprise,50,Active
C02999,Enterprise,20,Active
C03000,Pro,20,Churned
C03001,Pro,20,Churned
C03002,Basic,20,Active
C03003,Basic,120,Churned
C03004,Basic,20,Churned
C03005,Enterprise,20,Active
C03006,Pro,50,Active
C03007,Basic,120,Active
C03008,Pro,20,Active
C03009,Pro,120,Active
C03010,Enterprise,120,Active
C03011,Enterprise,120,Churned
C03012,Basic,120,Churned
C03013,Basic,50,Active
C03014,Basic,50,Active
C03015,Basic,120,Active
C03016,Basic,120,Churned
C03017,Pro,120,Churned
C03018,Pro,50,Active
C03019,Enterprise,50,Churned
C03020,Enterprise,120,Active
C03021,Pro,120,Active
C03022,Enterprise,120,Active
C03023,Enterprise,120,Active
C03024,Basic,50,Active
C03025,Enterprise,20,Active
C03026,Enterprise,20,Active
C03027,Enterprise,50,Active
C03028,Pro,50,Active
C03029,Pro,20,Active
C03030,Basic,20,Active
C03031,Enterprise,20,Active
C03032,Pro,120,Active
C03033,Basic,20,Active
C03034,Enterprise,20,Churned
C03035,Basic,120,Active
C03036,Basic,120,Active
C03037,Enterprise,50,Churned
C03038,Pro,120,Active
C03039,Enterprise,20,Active
C03040,Enterprise,120,Active
C03041,Enterprise,50,Active
C03042,Pro,20,Active
C03043,Enterprise,50,Active
C03044,Pro,50,Active
C03045,Basic,50,Churned
C03046,Pro,120,Active
C03047,Basic,120,Active
C03048,Basic,50,Active
C03049,Enterprise,50,Active
C03050,Pro,50,Active
C03051,Basic,50,Active
C03052,Basic,120,Churned
C03053,Pro,120,Active
C03054,Pro,50,Churned
C03055,Basic,120,Active
C03056,Basic,20,Churned
C03057,Pro,120,Active
C03058,Pro,50,Active
C03059,Basic,120,Active
C03060,Enterprise,20,Active
C03061,Pro,20,Churned
C03062,Basic,120,Active
C03063,Basic,20,Churned
C03064,Enterprise,20,Churned
C03065,Pro,120,Active
C03066,Basic,120,Churned
C03067,Enterprise,120,Active
C03068,Pro,50,Active
C03069,Enterprise,50,Churned
C03070,Basic,20,Churned
C03071,Enterprise,20,Active
C03072,Basic,120,Active
C03073,Basic,20,Active
C03074,Enterprise,120,Churned
C03075,Enterprise,50,Active
C03076,Basic,120,Active
C03077,Enterprise,20,Active
C03078,Pro,120,Active
C03079,Pro,120,Active
C03080,Enterprise,120,Active
C03081,Enterprise,20,Active
C03082,Pro,120,Active
C03083,Basic,120,Active
C03084,Basic,20,Active
C03085,Pro,50,Active
C03086,Basic,50,Active
C03087,Enterprise,20,Active
C03088,Enterprise,50,Active
C03089,Pro,120,Active
C03090,Pro,20,Active
C03091,Pro,120,Active
C03092,Pro,120,Active
C03093,Basic,20,Active
C03094,Basic,120,Churned
C03095,Basic,20,Active
C03096,Enterprise,120,Active
C03097,Enterprise,50,Churned
C03098,Pro,120,Active
C03099,Pro,120,Active
C03100,Basic,20,Active
C03101,Basic,50,Churned
C03102,Basic,120,Active
C03103,Pro,120,Active
C03104,Basic,50,Active
C03105,Pro,50,Active
C03106,Pro,50,Churned
C03107,Enterprise,50,Churned
C03108,Enterprise,50,Active
C03109,Pro,120,Active
C03110,Basic,50,Churned
C03111,Pro,50,Active
C03112,Pro,120,Active
C03113,Pro,20,Active
C03114,Pro,120,Active
C03115,Enterprise,20,Active
C03116,Enterprise,50,Active
C03117,Pro,20,Active
C03118,Enterprise,120,Active
C03119,Enterprise,20,Active
C03120,Basic,20,Churned
C03121,Enterprise,20,Churned
C03122,Enterprise,50,Active
C03123,Pro,120,Active
C03124,Enterprise,20,Churned
C03125,Enterprise,50,Churned
C03126,Enterprise,120,Active
C03127,Pro,120,Active
C03128,Pro,120,Active
C03129,Enterprise,120,Active
C03130,Pro,50,Active
C03131,Pro,120,Active
C03132,Basic,20,Active
C03133,Enterprise,120,Active
C03134,Basic,120,Active
C03135,Enterprise,50,Churned
C03136,Enterprise,20,Active
C03137,Basic,20,Active
C03138,Basic,50,Churned
C03139,Enterprise,50,Active
C03140,Basic,20,Active
C03141,Basic,20,Active
C03142,Pro,120,Active
C03143,Enterprise,50,Active
C03144,Pro,20,Active
C03145,Enterprise,20,Active
C03146,Pro,50,Churned
C03147,Enterprise,50,Churned
C03148,Pro,20,Active
C03149,Enterprise,50,Active
C03150,Pro,20,Active
C03151,Basic,20,Active
C03152,Enterprise,120,Churned
C03153,Basic,120,Churned
C03154,Pro,50,Active
C03155,Enterprise,50,Active
C03156,Pro,20,Active
C03157,Pro,120,Churned
C03158,Basic,50,Active
C03159,Enterprise,20,Active
C03160,Pro,120,Churned
C03161,Basic,20,Churned
C03162,Basic,120,Active
C03163,Basic,20,Active
C03164,Basic,120,Active
C03165,Pro,20,Active
C03166,Pro,20,Active
C03167,Pro,50,Active
C03168,Enterprise,120,Active
C03169,Enterprise,120,Active
C03170,Basic,50,Churned
C03171,Pro,50,Active
C03172,Basic,20,Active
C03173,Pro,120,Active
C03174,Enterprise,20,Churned
C03175,Basic,20,Active
C03176,Pro,20,Active
C03177,Pro,50,Active
C03178,Pro,120,Active
C03179,Basic,50,Churned
C03180,Enterprise,50,Active
C03181,Pro,120,Active
C03182,Basic,120,Churned
C03183,Pro,50,Churned
C03184,Basic,50,Active
C03185,Enterprise,50,Active
C03186,Pro,120,Active
C03187,Basic,120,Active
C03188,Pro,20,Churned
C03189,Basic,120,Active
C03190,Enterprise,50,Active
C03191,Enterprise,120,Active
C03192,Basic,120,Churned
C03193,Enterprise,120,Churned
C03194,Pro,50,Active
C03195,Enterprise,20,Active
C03196,Pro,20,Active
C03197,Enterprise,50,Active
C03198,Enterprise,50,Active
C03199,Pro,20,Active
C03200,Enterprise,50,Active
C03201,Pro,120,Active
C03202,Pro,120,Active
C03203,Enterprise,20,Active
C03204,Enterprise,120,Churned
C03205,Pro,20,Active
C03206,Basic,50,Active
C03207,Enterprise,20,Churned
C03208,Enterprise,20,Active
C03209,Basic,120,Active
C03210,Basic,20,Active
C03211,Enterprise,20,Active
C03212,Enterprise,20,Active
C03213,Enterprise,50,Active
C03214,Basic,120,Churned
C03215,Enterprise,120,Active
C03216,Basic,20,Active
C03217,Basic,20,Active
C03218,Pro,50,Active
C03219,Basic,120,Active
C03220,Pro,120,Active
C03221,Basic,20,Active
C03222,Basic,50,Active
C03223,Pro,50,Churned
C03224,Pro,20,Active
C03225,Pro,20,Active
C03226,Pro,20,Active
C03227,Pro,20,Churned
C03228,Pro,20,Churned
C03229,Pro,50,Churned
C03230,Basic,50,Churned
C03231,Basic,20,Churned
C03232,Pro,20,Active
C03233,Enterprise,120,Active
C03234,Pro,50,Active
C03235,Enterprise,50,Churned
C03236,Basic,20,Active
C03237,Basic,50,Churned
C03238,Enterprise,50,Active
C03239,Basic,50,Churned
C03240,Pro,120,Active
C03241,Enterprise,50,Active
C03242,Enterprise,20,Active
C03243,Basic,50,Churned
C03244,Enterprise,50,Active
C03245,Enterprise,120,Active
C03246,Enterprise,50,Active
C03247,Basic,120,Active
C03248,Enterprise,120,Churned
C03249,Enterprise,120,Active
C03250,Pro,50,Active
C03251,Pro,20,Active
C03252,Enterprise,20,Churned
C03253,Basic,50,Churned
C03254,Enterprise,120,Active
C03255,Basic,20,Churned
C03256,Pro,50,Active
C03257,Pro,20,Active
C03258,Enterprise,50,Active
C03259,Basic,120,Churned
C03260,Basic,20,Active
C03261,Basic,50,Churned
C03262,Enterprise,50,Active
C03263,Basic,20,Active
C03264,Pro,50,Active
C03265,Basic,20,Churned
C03266,Basic,50,Active
C03267,Enterprise,20,Active
C03268,Enterprise,120,Active
C03269,Enterprise,20,Active
C03270,Enterprise,50,Churned
C03271,Enterprise,120,Active
C03272,Basic,120,Active
C03273,Basic,20,Active
C03274,Enterprise,20,Active
C03275,Enterprise,20,Active
C03276,Basic,120,Active
C03277,Enterprise,120,Active
C03278,Pro,20,Active
C03279,Basic,50,Active
C03280,Pro,120,Active
C03281,Basic,20,Active
C03282,Basic,50,Active
C03283,Basic,20,Active
C03284,Basic,120,Active
C03285,Basic,120,Active
C03286,Basic,20,Active
C03287,Basic,50,Active
C03288,Enterprise,120,Active
C03289,Enterprise,20,Active
C03290,Enterprise,20,Active
C03291,Pro,50,Active
C03292,Basic,50,Active
C03293,Enterprise,120,Active
C03294,Enterprise,50,Active
C03295,Enterprise,50,Active
C03296,Basic,120,Churned
C03297,Basic,20,Churned
C03298,Pro,120,Churned
C03299,Pro,120,Active
C03300,Basic,50,Churned
C03301,Pro,50,Active
C03302,Enterprise,20,Active
C03303,Pro,50,Active
C03304,Enterprise,20,Active
C03305,Pro,20,Active
C03306,Enterprise,20,Active
C03307,Pro,120,Active
C03308,Pro,50,Active
C03309,Basic,50,Active
C03310,Basic,20,Active
C03311,Enterprise,50,Active
C03312,Basic,20,Active
C03313,Enterprise,50,Churned
C03314,Basic,120,Active
C03315,Basic,50,Active
C03316,Enterprise,20,Active
C03317,Pro,120,Active
C03318,Enterprise,50,Churned
C03319,Enterprise,120,Active
C03320,Enterprise,20,Active
C03321,Basic,20,Active
C03322,Basic,50,Churned
C03323,Basic,20,Active
C03324,Enterprise,50,Active
C03325,Pro,20,Active
C03326,Pro,20,Active
C03327,Enterprise,20,Active
C03328,Enterprise,50,Active
C03329,Pro,50,Active
C03330,Basic,50,Active
C03331,Enterprise,50,Active
C03332,Pro,20,Active
C03333,Pro,120,Active
C03334,Pro,50,Active
C03335,Basic,20,Active
C03336,Pro,20,Active
C03337,Pro,50,Active
C03338,Pro,50,Active
C03339,Enterprise,20,Active
C03340,Enterprise,50,Active
C03341,Enterprise,50,Active
C03342,Pro,120,Churned
C03343,Pro,120,Active
C03344,Basic,50,Active
C03345,Pro,120,Active
C03346,Basic,120,Active
C03347,Pro,50,Active
C03348,Basic,20,Churned
C03349,Enterprise,20,Active
C03350,Pro,20,Active
C03351,Basic,20,Active
C03352,Enterprise,120,Active
C03353,Enterprise,120,Active
C03354,Pro,50,Active
C03355,Basic,50,Active
C03356,Basic,20,Churned
C03357,Basic,20,Active
C03358,Enterprise,50,Active
C03359,Basic,50,Active
C03360,Enterprise,20,Active
C03361,Basic,120,Active
C03362,Enterprise,120,Active
C03363,Pro,120,Churned
C03364,Enterprise,120,Active
C03365,Basic,120,Churned
C03366,Enterprise,50,Active
C03367,Basic,50,Active
C03368,Pro,20,Churned
C03369,Enterprise,50,Active
C03370,Pro,50,Churned
C03371,Enterprise,50,Active
C03372,Enterprise,50,Active
C03373,Pro,20,Active
C03374,Pro,50,Churned
C03375,Enterprise,50,Churned
C03376,Enterprise,20,Churned
C03377,Enterprise,50,Active
C03378,Pro,20,Active
C03379,Basic,120,Churned
C03380,Pro,120,Active
C03381,Enterprise,50,Churned
C03382,Enterprise,50,Active
C03383,Pro,50,Active
C03384,Enterprise,50,Active
C03385,Enterprise,120,Active
C03386,Enterprise,120,Active
C03387,Enterprise,50,Active
C03388,Enterprise,20,Churned
C03389,Basic,20,Active
C03390,Pro,120,Active
C03391,Pro,20,Churned
C03392,Pro,50,Churned
C03393,Basic,50,Active
C03394,Basic,50,Active
C03395,Pro,50,Active
C03396,Pro,50,Churned
C03397,Pro,20,Active
C03398,Enterprise,20,Active
C03399,Basic,120,Churned
C03400,Basic,120,Churned
C03401,Enterprise,20,Active
C03402,Basic,20,Active
C03403,Pro,120,Active
C03404,Basic,50,Active
C03405,Enterprise,120,Active
C03406,Pro,120,Active
C03407,Basic,20,Active
C03408,Pro,120,Churned
C03409,Basic,120,Churned
C03410,Pro,20,Churned
C03411,Enterprise,50,Active
C03412,Enterprise,50,Active
C03413,Basic,50,Active
C03414,Basic,20,Active
C03415,Pro,120,Active
C03416,Enterprise,50,Churned
C03417,Pro,120,Active
C03418,Enterprise,20,Active
C03419,Pro,50,Active
C03420,Pro,50,Churned
C03421,Pro,120,Active
C03422,Basic,50,Active
C03423,Enterprise,20,Active
C03424,Basic,120,Active
C03425,Basic,120,Active
C03426,Pro,50,Active
C03427,Enterprise,50,Active
C03428,Basic,50,Churned
C03429,Pro,50,Active
C03430,Enterprise,120,Active
C03431,Enterprise,120,Active
C03432,Basic,50,Active
C03433,Pro,120,Active
C03434,Basic,20,Active
C03435,Enterprise,120,Active
C03436,Basic,20,Active
C03437,Pro,20,Churned
C03438,Enterprise,20,Churned
C03439,Pro,50,Churned
C03440,Pro,120,Active
C03441,Enterprise,20,Churned
C03442,Pro,50,Active
C03443,Pro,120,Active
C03444,Pro,120,Churned
C03445,Enterprise,50,Churned
C03446,Pro,120,Active
C03447,Basic,50,Churned
C03448,Basic,50,Churned
C03449,Pro,50,Active
C03450,Basic,120,Active
C03451,Basic,50,Active
C03452,Enterprise,50,Active
C03453,Pro,120,Churned
