customer_id,revenue,cost,profit
C01345,20,33,-13
C01346,120,61,59
C01347,120,52,68
C01348,120,56,64
C01349,50,52,-2
C01350,50,65,-15
C01351,50,71,-21
C01352,50,52,-2
C01353,20,12,8
C01354,20,78,-58
C01355,120,71,49
C01356,20,18,2
C01357,50,51,-1
C01358,20,28,-8
C01359,120,66,54
C01360,50,62,-12
C01361,20,38,-18
C01362,120,35,85
C01363,20,52,-32
C01364,120,49,71
C01365,120,33,87
C01366,120,33,87
C01367,50,67,-17
C01368,20,52,-32
C01369,20,16,4
C01370,50,31,19
C01371,50,51,-1
C01372,20,70,-50
C01373,50,41,9
C01374,50,49,1
C01375,20,61,-41
C01376,120,22,98
C01377,50,17,33
C01378,20,77,-57
C01379,20,33,-13
C01380,20,60,-40
C01381,50,78,-28
C01382,120,24,96
C01383,120,33,87
C01384,20,10,10
C01385,50,30,20
C01386,50,65,-15
C01387,120,47,73
C01388,120,51,69
C01389,50,30,20
C01390,120,5,115
C01391,20,77,-57
C01392,120,30,90
C01393,50,68,-18
C01394,20,66,-46
C01395,50,10,40
C01396,120,66,54
C01397,120,70,50
C01398,20,46,-26
C01399,20,31,-11
C01400,20,69,-49
C01401,20,34,-14
C01402,120,69,51
C01403,50,51,-1
C01404,120,36,84
C01405,120,38,82
C01406,20,51,-31
C01407,20,18,2
C01408,50,9,41
C01409,50,40,10
C01410,120,13,107
C01411,50,39,11
C01412,20,29,-9
C01413,20,79,-59
C01414,20,50,-30
C01415,120,17,103
C01416,50,65,-15
C01417,20,34,-14
C01418,120,36,84
C01419,120,34,86
C01420,120,60,60
C01421,50,71,-21
C01422,50,75,-25
C01423,50,59,-9
C01424,120,12,108
C01425,120,47,73
C01426,50,52,-2
C01427,20,62,-42
C01428,50,36,14
C01429,120,73,47
C01430,120,11,109
C01431,120,78,42
C01432,120,24,96
C01433,120,66,54
C01434,120,25,95
C01435,50,33,17
C01436,120,74,46
C01437,120,42,78
C01438,120,46,74
C01439,120,7,113
C01440,120,41,79
C01441,20,21,-1
C01442,50,37,13
C01443,50,14,36
C01444,20,41,-21
C01445,20,37,-17
C01446,120,32,88
C01447,50,46,4
C01448,50,62,-12
C01449,20,52,-32
C01450,50,55,-5
C01451,50,14,36
C01452,120,12,108
C01453,120,20,100
C01454,120,66,54
C01455,50,53,-3
C01456,50,19,31
C01457,120,20,100
C01458,120,31,89
C01459,50,51,-1
C01460,50,30,20
C01461,20,76,-56
C01462,120,45,75
C01463,120,15,105
C01464,120,13,107
C01465,50,58,-8
C01466,50,15,35
C01467,20,11,9
C01468,20,32,-12
C01469,120,66,54
C01470,20,59,-39
C01471,50,40,10
C01472,20,77,-57
C01473,20,67,-47
C01474,50,55,-5
C01475,120,52,68
C01476,120,72,48
C01477,20,14,6
C01478,50,30,20
C01479,50,71,-21
C01480,20,57,-37
C01481,120,47,73
C01482,120,21,99
C01483,120,31,89
C01484,50,26,24
C01485,50,40,10
C01486,50,76,-26
C01487,120,37,83
C01488,20,57,-37
C01489,50,15,35
C01490,50,33,17
C01491,20,42,-22
C01492,120,62,58
C01493,50,19,31
C01494,120,58,62
C01495,50,66,-16
C01496,50,61,-11
C01497,20,75,-55
C01498,20,62,-42
C01499,20,53,-33
C01500,20,57,-37
C01501,120,33,87
C01502,120,37,83
C01503,120,50,70
C01504,20,58,-38
C01505,50,11,39
C01506,120,33,87
C01507,20,13,7
C01508,20,53,-33
C01509,20,75,-55
C01510,120,55,65
C01511,50,12,38
C01512,120,59,61
C01513,20,69,-49
C01514,20,19,1
C01515,20,55,-35
C01516,120,38,82
C01517,50,73,-23
C01518,120,16,104
C01519,20,49,-29
C01520,20,35,-15
C01521,20,58,-38
C01522,120,26,94
C01523,120,76,44
C01524,120,68,52
C01525,20,64,-44
C01526,120,32,88
C01527,50,25,25
C01528,50,79,-29
C01529,50,79,-29
C01530,120,47,73
C01531,20,31,-11
C01532,20,27,-7
C01533,20,40,-20
C01534,20,42,-22
C01535,20,20,0
C01536,120,78,42
C01537,50,47,3
C01538,120,45,75
C01539,20,48,-28
C01540,120,56,64
C01541,120,21,99
C01542,120,56,64
C01543,20,47,-27
C01544,20,27,-7
C01545,20,5,15
C01546,120,29,91
C01547,120,10,110
C01548,50,78,-28
C01549,50,58,-8
C01550,20,27,-7
C01551,50,23,27
C01552,20,60,-40
C01553,20,57,-37
C01554,120,35,85
C01555,50,42,8
C01556,20,23,-3
C01557,20,5,15
C01558,50,54,-4
C01559,50,62,-12
C01560,50,36,14
C01561,50,53,-3
C01562,50,48,2
C01563,50,33,17
C01564,50,52,-2
C01565,20,30,-10
C01566,120,11,109
C01567,20,48,-28
C01568,20,18,2
C01569,120,56,64
C01570,120,36,84
C01571,120,79,41
C01572,50,36,14
C01573,50,79,-29
C01574,50,61,-11
C01575,20,56,-36
C01576,120,38,82
C01577,120,65,55
C01578,20,66,-46
C01579,50,35,15
C01580,120,33,87
C01581,20,35,-15
C01582,50,16,34
C01583,20,39,-19
C01584,50,61,-11
C01585,20,45,-25
C01586,50,31,19
C01587,20,19,1
C01588,20,75,-55
C01589,20,40,-20
C01590,20,28,-8
C01591,120,28,92
C01592,120,32,88
C01593,120,79,41
C01594,120,7,113
C01595,20,7,13
C01596,120,33,87
C01597,120,36,84
C01598,20,58,-38
C01599,120,42,78
C01600,120,60,60
C01601,50,69,-19
C01602,120,25,95
C01603,50,45,5
C01604,120,24,96
C01605,20,64,-44
C01606,120,79,41
C01607,20,63,-43
C01608,120,78,42
C01609,120,59,61
C01610,20,7,13
C01611,20,18,2
C01612,20,49,-29
C01613,20,64,-44
C01614,50,53,-3
C01615,50,13,37
C01616,20,58,-38
C01617,50,74,-24
C01618,120,56,64
C01619,120,67,53
C01620,120,56,64
C01621,50,26,24
C01622,50,59,-9
C01623,120,7,113
C01624,20,6,14
C01625,120,63,57
C01626,50,32,18
C01627,120,41,79
C01628,120,73,47
C01629,50,13,37
C01630,50,66,-16
C01631,50,36,14
C01632,50,79,-29
C01633,120,39,81
C01634,50,51,-1
C01635,20,22,-2
C01636,50,40,10
C01637,50,23,27
C01638,120,29,91
C01639,20,50,-30
C01640,20,64,-44
C01641,20,27,-7
C01642,50,31,19
C01643,120,39,81
C01644,120,59,61
C01645,50,40,10
C01646,20,75,-55
C01647,20,13,7
C01648,120,25,95
C01649,50,36,14
C01650,20,70,-50
C01651,50,48,2
C01652,120,69,51
C01653,50,79,-29
C01654,50,19,31
C01655,50,31,19
C01656,50,20,30
C01657,20,50,-30
C01658,120,76,44
C01659,20,52,-32
C01660,20,69,-49
C01661,20,23,-3
C01662,20,41,-21
C01663,120,62,58
C01664,120,59,61
C01665,20,57,-37
C01666,50,51,-1
C01667,50,7,43
C01668,50,66,-16
C01669,50,5,45
C01670,50,43,7
C01671,120,77,43
C01672,50,37,13
C01673,120,27,93
C01674,50,38,12
C01675,50,53,-3
C01676,20,53,-33
C01677,20,53,-33
C01678,20,14,6
C01679,120,70,50
C01680,120,75,45
C01681,20,71,-51
C01682,20,43,-23
C01683,50,46,4
C01684,120,5,115
C01685,50,50,0
C01686,50,40,10
C01687,20,48,-28
C01688,50,35,15
C01689,50,62,-12
C01690,20,8,12
C01691,20,57,-37
C01692,50,61,-11
C01693,50,77,-27
C01694,50,54,-4
C01695,120,9,111
C01696,50,56,-6
C01697,20,21,-1
C01698,50,36,14
C01699,120,10,110
C01700,50,73,-23
C01701,120,65,55
C01702,120,14,106
C01703,20,27,-7
C01704,50,57,-7
C01705,120,65,55
C01706,50,23,27
C01707,120,8,112
C01708,20,50,-30
C01709,20,36,-16
C01710,50,50,0
C01711,50,66,-16
C01712,50,58,-8
C01713,50,71,-21
C01714,50,28,22
C01715,120,70,50
C01716,50,22,28
C01717,120,52,68
C01718,120,50,70
C01719,120,52,68
C01720,50,66,-16
C01721,20,31,-11
C01722,20,66,-46
C01723,50,69,-19
C01724,50,56,-6
C01725,50,5,45
C01726,120,54,66
C01727,20,44,-24
C01728,20,76,-56
C01729,20,21,-1
C01730,20,5,15
C01731,120,34,86
C01732,50,71,-21
C01733,120,26,94
C01734,50,39,11
C01735,50,60,-10
C01736,20,18,2
C01737,20,49,-29
C01738,50,37,13
C01739,50,16,34
C01740,20,28,-8
C01741,20,73,-53
C01742,20,61,-41
C01743,20,13,7
C01744,20,6,14
C01745,120,63,57
C01746,120,33,87
C01747,120,59,61
C01748,20,26,-6
C01749,50,53,-3
C01750,50,16,34
C01751,20,75,-55
C01752,120,12,108
C01753,50,20,30
C01754,20,44,-24
C01755,120,49,71
C01756,120,68,52
C01757,120,67,53
C01758,120,55,65
C01759,120,14,106
C01760,120,75,45
C01761,120,49,71
C01762,120,60,60
C01763,120,77,43
C01764,120,17,103
C01765,20,68,-48
C01766,50,34,16
C01767,20,56,-36
C01768,50,58,-8
C01769,20,61,-41
C01770,50,22,28
C01771,50,29,21
C01772,50,57,-7
C01773,20,24,-4
C01774,50,15,35
C01775,120,44,76
C01776,50,27,23
C01777,20,46,-26
C01778,20,51,-31
C01779,120,60,60
C01780,50,37,13
C01781,20,30,-10
C01782,50,73,-23
C01783,120,33,87
C01784,120,64,56
C01785,20,41,-21
C01786,50,29,21
C01787,120,78,42
C01788,120,48,72
C01789,20,38,-18
C01790,120,16,104
C01791,20,43,-23
C01792,120,23,97
C01793,120,23,97
C01794,20,33,-13
C01795,20,70,-50
C01796,50,24,26
C01797,120,61,59
C01798,50,13,37
C01799,50,6,44
C01800,20,32,-12
C01801,120,38,82
C01802,20,25,-5
C01803,120,60,60
C01804,20,9,11
C01805,120,26,94
C01806,50,63,-13
C01807,120,44,76
C01808,120,67,53
C01809,20,36,-16
C01810,120,49,71
C01811,120,37,83
C01812,120,39,81
C01813,120,50,70
C01814,50,40,10
C01815,20,66,-46
C01816,120,30,90
C01817,20,11,9
C01818,50,9,41
C01819,50,36,14
C01820,120,61,59
C01821,20,66,-46
C01822,20,32,-12
C01823,20,78,-58
C01824,50,70,-20
C01825,50,45,5
C01826,120,70,50
C01827,20,68,-48
C01828,20,11,9
C01829,50,45,5
C01830,120,49,71
C01831,120,48,72
C01832,120,34,86
C01833,50,42,8
C01834,20,43,-23
C01835,120,23,97
C01836,120,51,69
C01837,20,42,-22
C01838,120,21,99
C01839,50,78,-28
C01840,120,73,47
C01841,20,8,12
C01842,50,39,11
C01843,120,5,115
C01844,20,62,-42
C01845,20,26,-6
C01846,20,9,11
C01847,20,64,-44
C01848,120,40,80
C01849,120,13,107
C01850,50,61,-11
C01851,50,8,42
C01852,20,55,-35
C01853,20,43,-23
C01854,50,56,-6
C01855,120,79,41
C01856,120,75,45
C01857,120,59,61
C01858,20,35,-15
C01859,50,54,-4
C01860,50,12,38
C01861,50,19,31
C01862,120,69,51
C01863,50,14,36
C01864,50,45,5
C01865,120,52,68
C01866,20,25,-5
C01867,20,28,-8
C01868,120,78,42
C01869,50,27,23
C01870,20,73,-53
C01871,20,37,-17
C01872,20,40,-20
C01873,120,29,91
C01874,20,62,-42
C01875,50,70,-20
C01876,120,35,85
C01877,120,48,72
C01878,20,67,-47
C01879,50,49,1
C01880,120,54,66
C01881,20,71,-51
C01882,50,75,-25
C01883,50,5,45
C01884,120,75,45
C01885,20,71,-51
C01886,50,13,37
C01887,120,39,81
C01888,120,17,103
C01889,120,30,90
C01890,120,49,71
C01891,120,55,65
C01892,50,29,21
C01893,120,60,60
C01894,20,43,-23
C01895,20,7,13
C01896,50,79,-29
C01897,120,57,63
C01898,120,37,83
C01899,50,66,-16
C01900,120,71,49
C01901,120,73,47
C01902,20,8,12
C01903,120,76,44
C01904,50,63,-13
C01905,20,21,-1
C01906,50,26,24
C01907,50,42,8
C01908,120,35,85
C01909,120,53,67
C01910,20,56,-36
C01911,50,42,8
C01912,50,53,-3
C01913,120,31,89
C01914,50,27,23
C01915,50,31,19
C01916,50,18,32
C01917,50,7,43
C01918,50,31,19
C01919,20,66,-46
C01920,50,18,32
C01921,50,48,2
C01922,20,29,-9
C01923,120,65,55
C01924,120,79,41
C01925,20,56,-36
C01926,20,16,4
C01927,120,38,82
C01928,50,27,23
C01929,50,23,27
C01930,20,5,15
C01931,50,78,-28
C01932,20,69,-49
C01933,120,9,111
C01934,50,61,-11
C01935,120,26,94
C01936,50,47,3
C01937,50,6,44
C01938,50,77,-27
C01939,20,11,9
C01940,120,25,95
C01941,20,75,-55
C01942,20,63,-43
C01943,120,13,107
C01944,120,44,76
C01945,20,77,-57
C01946,20,53,-33
C01947,20,16,4
C01948,120,77,43
C01949,20,14,6
C01950,120,78,42
C01951,20,21,-1
C01952,120,8,112
C01953,20,68,-48
C01954,50,20,30
C01955,50,53,-3
C01956,120,31,89
C01957,120,10,110
C01958,50,13,37
C01959,120,62,58
C01960,120,36,84
C01961,50,42,8
C01962,20,34,-14
C01963,120,49,71
C01964,120,33,87
C01965,20,26,-6
C01966,20,35,-15
C01967,120,21,99
C01968,120,58,62
C01969,20,51,-31
C01970,120,36,84
C01971,20,32,-12
C01972,20,15,5
C01973,120,43,77
C01974,120,21,99
C01975,20,43,-23
C01976,120,77,43
C01977,20,29,-9
C01978,50,30,20
C01979,50,72,-22
C01980,20,66,-46
C01981,20,23,-3
C01982,120,17,103
C01983,20,33,-13
C01984,20,58,-38
C01985,120,77,43
C01986,120,46,74
C01987,50,66,-16
C01988,20,75,-55
C01989,20,75,-55
C01990,50,25,25
C01991,20,13,7
C01992,120,49,71
C01993,20,31,-11
C01994,120,52,68
C01995,20,73,-53
C01996,50,9,41
C01997,120,76,44
C01998,120,19,101
C01999,50,48,2
C02000,120,51,69
C02001,50,36,14
C02002,20,40,-20
C02003,50,53,-3
C02004,20,57,-37
C02005,120,27,93
C02006,120,38,82
C02007,50,22,28
C02008,20,16,4
C02009,50,6,44
C02010,120,31,89
C02011,120,54,66
C02012,20,35,-15
C02013,20,52,-32
C02014,120,73,47
C02015,120,21,99
C02016,20,47,-27
C02017,50,75,-25
C02018,50,22,28
C02019,20,70,-50
C02020,20,35,-15
C02021,20,67,-47
C02022,120,32,88
C02023,50,71,-21
C02024,20,13,7
C02025,50,32,18
C02026,120,22,98
C02027,120,19,101
C02028,20,79,-59
C02029,20,9,11
C02030,20,45,-25
C02031,20,78,-58
C02032,50,77,-27
C02033,20,70,-50
C02034,50,77,-27
C02035,120,55,65
C02036,120,20,100
C02037,50,69,-19
C02038,50,61,-11
C02039,20,41,-21
C02040,20,43,-23
C02041,20,69,-49
C02042,120,53,67
C02043,50,51,-1
C02044,50,44,6
C02045,50,18,32
C02046,50,44,6
C02047,20,52,-32
C02048,20,36,-16
C02049,50,43,7
C02050,20,37,-17
C02051,120,34,86
C02052,20,30,-10
C02053,120,47,73
C02054,120,59,61
C02055,50,48,2
C02056,50,7,43
C02057,20,11,9
C02058,50,62,-12
C02059,120,14,106
C02060,120,14,106
C02061,20,46,-26
C02062,120,38,82
C02063,50,30,20
C02064,20,64,-44
C02065,20,6,14
C02066,20,77,-57
C02067,50,49,1
C02068,120,9,111
C02069,50,30,20
C02070,20,29,-9
C02071,120,30,90
C02072,20,26,-6
C02073,50,23,27
C02074,20,14,6
C02075,50,46,4
C02076,20,35,-15
C02077,20,35,-15
C02078,20,79,-59
C02079,50,40,10
C02080,50,70,-20
C02081,50,36,14
C02082,50,71,-21
C02083,50,67,-17
C02084,120,27,93
C02085,20,54,-34
C02086,50,69,-19
C02087,120,73,47
C02088,120,48,72
C02089,20,62,-42
C02090,20,61,-41
C02091,20,41,-21
C02092,50,69,-19
C02093,20,22,-2
C02094,20,9,11
C02095,20,30,-10
C02096,120,37,83
C02097,50,46,4
C02098,20,31,-11
C02099,120,58,62
C02100,50,79,-29
C02101,20,28,-8
C02102,120,7,113
C02103,50,43,7
C02104,20,75,-55
C02105,20,16,4
C02106,120,37,83
C02107,20,26,-6
C02108,120,39,81
C02109,120,18,102
C02110,120,30,90
C02111,50,58,-8
C02112,120,45,75
C02113,50,49,1
C02114,20,35,-15
C02115,50,73,-23
C02116,120,21,99
C02117,20,64,-44
C02118,120,8,112
C02119,120,14,106
C02120,20,13,7
C02121,120,65,55
C02122,50,26,24
C02123,20,25,-5
C02124,20,27,-7
C02125,20,65,-45
C02126,120,16,104
C02127,120,21,99
C02128,20,59,-39
C02129,50,25,25
C02130,120,58,62
C02131,120,51,69
C02132,120,45,75
C02133,50,19,31
C02134,120,63,57
C02135,120,19,101
C02136,50,33,17
C02137,50,15,35
C02138,120,33,87
C02139,20,60,-40
C02140,20,57,-37
C02141,50,7,43
C02142,120,17,103
C02143,50,42,8
C02144,50,74,-24
C02145,20,15,5
C02146,50,27,23
C02147,50,77,-27
C02148,120,60,60
C02149,120,21,99
C02150,50,13,37
C02151,50,32,18
C02152,120,23,97
C02153,20,8,12
C02154,120,51,69
C02155,120,51,69
C02156,120,35,85
C02157,120,9,111
C02158,120,37,83
C02159,20,52,-32
C02160,120,36,84
C02161,120,63,57
C02162,20,68,-48
C02163,50,51,-1
C02164,20,13,7
C02165,120,39,81
C02166,50,51,-1
C02167,20,21,-1
C02168,50,5,45
C02169,20,59,-39
C02170,20,15,5
C02171,50,37,13
C02172,50,74,-24
C02173,50,60,-10
C02174,50,68,-18
C02175,120,62,58
C02176,20,24,-4
C02177,120,22,98
C02178,20,49,-29
C02179,120,47,73
C02180,120,24,96
C02181,20,61,-41
C02182,120,31,89
C02183,50,22,28
C02184,50,21,29
C02185,120,64,56
C02186,120,9,111
C02187,20,10,10
C02188,20,19,1
C02189,120,43,77
C02190,20,43,-23
C02191,50,25,25
C02192,50,17,33
C02193,50,33,17
C02194,20,9,11
C02195,20,71,-51
C02196,20,25,-5
C02197,20,13,7
C02198,120,71,49
C02199,120,48,72
C02200,120,66,54
C02201,120,71,49
C02202,50,66,-16
C02203,20,66,-46
C02204,50,64,-14
C02205,20,53,-33
C02206,120,43,77
C02207,50,45,5
C02208,20,54,-34
C02209,120,21,99
C02210,20,57,-37
C02211,20,59,-39
C02212,120,79,41
C02213,50,60,-10
C02214,20,5,15
C02215,120,69,51
C02216,20,68,-48
C02217,20,56,-36
C02218,20,19,1
C02219,50,6,44
C02220,50,16,34
C02221,50,49,1
C02222,50,61,-11
C02223,120,46,74
C02224,50,6,44
C02225,20,66,-46
C02226,120,38,82
C02227,20,21,-1
C02228,50,45,5
C02229,20,79,-59
C02230,20,75,-55
C02231,20,69,-49
C02232,20,19,1
C02233,50,42,8
C02234,20,77,-57
C02235,20,69,-49
C02236,20,13,7
C02237,20,46,-26
C02238,50,70,-20
C02239,20,55,-35
C02240,120,23,97
C02241,120,35,85
C02242,20,70,-50
C02243,20,36,-16
C02244,50,79,-29
C02245,120,12,108
C02246,50,73,-23
C02247,20,36,-16
C02248,120,51,69
C02249,120,74,46
C02250,50,12,38
C02251,20,38,-18
C02252,120,8,112
C02253,50,40,10
C02254,120,48,72
C02255,20,29,-9
C02256,20,30,-10
C02257,20,37,-17
C02258,50,13,37
C02259,20,51,-31
C02260,50,76,-26
C02261,120,21,99
C02262,20,19,1
C02263,50,46,4
C02264,50,58,-8
C02265,50,17,33
C02266,20,54,-34
C02267,50,48,2
C02268,20,7,13
C02269,20,57,-37
C02270,120,60,60
C02271,120,58,62
C02272,20,61,-41
C02273,120,16,104
C02274,50,63,-13
C02275,20,69,-49
C02276,120,41,79
C02277,50,24,26
C02278,20,76,-56
C02279,50,41,9
C02280,20,35,-15
C02281,120,29,91
C02282,50,54,-4
C02283,120,53,67
C02284,50,12,38
C02285,50,39,11
C02286,50,17,33
C02287,50,25,25
C02288,120,77,43
C02289,50,28,22
C02290,120,52,68
C02291,50,37,13
C02292,20,5,15
C02293,20,76,-56
C02294,50,7,43
C02295,20,18,2
C02296,50,18,32
C02297,120,53,67
C02298,20,37,-17
C02299,50,8,42
C02300,50,42,8
C02301,120,29,91
C02302,120,51,69
C02303,50,17,33
C02304,50,43,7
C02305,50,29,21
C02306,50,77,-27
C02307,50,47,3
C02308,50,42,8
C02309,120,39,81
C02310,20,59,-39
C02311,50,54,-4
C02312,50,38,12
C02313,120,29,91
C02314,20,46,-26
C02315,120,55,65
C02316,120,41,79
C02317,50,70,-20
C02318,50,38,12
C02319,120,42,78
C02320,50,35,15
C02321,50,30,20
C02322,50,30,20
C02323,20,67,-47
C02324,20,52,-32
C02325,50,14,36
C02326,120,40,80
C02327,20,44,-24
C02328,120,30,90
C02329,50,13,37
C02330,120,57,63
C02331,120,74,46
C02332,20,57,-37
C02333,120,43,77
C02334,120,65,55
C02335,20,56,-36
C02336,50,72,-22
C02337,120,72,48
C02338,50,77,-27
C02339,50,46,4
C02340,50,71,-21
C02341,20,79,-59
C02342,50,55,-5
C02343,120,7,113
C02344,50,17,33
C02345,50,17,33
C02346,50,65,-15
C02347,120,28,92
C02348,50,24,26
C02349,50,78,-28
C02350,50,59,-9
C02351,20,39,-19
C02352,120,34,86
C02353,20,37,-17
C02354,120,45,75
C02355,50,70,-20
C02356,120,53,67
C02357,120,12,108
C02358,120,7,113
C02359,120,69,51
C02360,20,76,-56
C02361,120,6,114
C02362,20,45,-25
C02363,20,57,-37
C02364,50,79,-29
C02365,120,20,100
C02366,50,13,37
C02367,120,43,77
C02368,20,68,-48
C02369,20,40,-20
C02370,20,27,-7
C02371,120,51,69
C02372,120,53,67
C02373,120,59,61
C02374,120,14,106
C02375,120,67,53
C02376,50,30,20
C02377,120,52,68
C02378,50,34,16
C02379,120,6,114
C02380,120,33,87
C02381,120,58,62
C02382,120,36,84
C02383,20,42,-22
C02384,20,25,-5
C02385,50,31,19
C02386,50,38,12
C02387,120,27,93
C02388,120,43,77
C02389,120,73,47
C02390,120,77,43
C02391,20,49,-29
C02392,50,67,-17
C02393,50,12,38
C02394,50,11,39
C02395,20,34,-14
C02396,120,16,104
C02397,20,24,-4
C02398,20,68,-48
C02399,50,33,17
C02400,20,59,-39
C02401,50,16,34
C02402,20,26,-6
C02403,50,27,23
C02404,50,52,-2
C02405,120,49,71
C02406,50,30,20
C02407,20,32,-12
C02408,50,59,-9
C02409,20,77,-57
C02410,50,73,-23
C02411,120,6,114
C02412,120,32,88
C02413,20,57,-37
C02414,50,18,32
C02415,20,50,-30
C02416,120,71,49
C02417,20,78,-58
C02418,20,74,-54
C02419,50,24,26
C02420,120,39,81
C02421,120,52,68
C02422,50,47,3
C02423,50,24,26
C02424,50,60,-10
C02425,120,7,113
C02426,120,72,48
C02427,50,15,35
C02428,20,66,-46
C02429,120,65,55
C02430,50,62,-12
C02431,50,33,17
C02432,20,42,-22
C02433,50,26,24
C02434,20,45,-25
C02435,20,67,-47
C02436,120,42,78
C02437,50,54,-4
C02438,120,11,109
C02439,120,28,92
C02440,120,50,70
C02441,50,29,21
C02442,50,33,17
C02443,50,71,-21
C02444,120,26,94
C02445,20,13,7
C02446,120,53,67
C02447,20,77,-57
C02448,50,40,10
C02449,50,9,41
C02450,120,8,112
C02451,20,28,-8
C02452,50,45,5
C02453,50,18,32
C02454,120,16,104
C02455,120,48,72
C02456,120,13,107
C02457,20,70,-50
C02458,20,42,-22
C02459,50,61,-11
C02460,120,51,69
C02461,50,59,-9
C02462,20,6,14
C02463,50,22,28
C02464,50,70,-20
C02465,120,61,59
C02466,50,68,-18
C02467,120,31,89
C02468,50,57,-7
C02469,50,63,-13
C02470,20,33,-13
C02471,20,76,-56
C02472,50,18,32
C02473,50,72,-22
C02474,120,47,73
C02475,20,33,-13
C02476,20,61,-41
C02477,50,37,13
C02478,120,25,95
C02479,20,45,-25
C02480,50,5,45
C02481,50,31,19
C02482,50,6,44
C02483,50,68,-18
C02484,50,55,-5
C02485,20,58,-38
C02486,20,78,-58
C02487,120,78,42
C02488,50,34,16
C02489,120,5,115
C02490,50,33,17
C02491,50,17,33
C02492,50,77,-27
C02493,120,47,73
C02494,50,45,5
C02495,120,79,41
C02496,20,62,-42
C02497,50,18,32
C02498,120,45,75
C02499,20,71,-51
C02500,50,58,-8
C02501,20,10,10
C02502,50,50,0
C02503,120,5,115
C02504,50,33,17
C02505,50,30,20
C02506,120,62,58
C02507,120,7,113
C02508,120,64,56
C02509,50,18,32
C02510,20,27,-7
C02511,120,66,54
C02512,20,14,6
C02513,120,8,112
C02514,120,43,77
C02515,50,78,-28
C02516,120,38,82
C02517,20,29,-9
C02518,50,56,-6
C02519,120,19,101
C02520,20,16,4
C02521,50,5,45
C02522,20,13,7
C02523,50,63,-13
C02524,50,18,32
C02525,50,35,15
C02526,120,57,63
C02527,50,67,-17
C02528,120,14,106
C02529,120,47,73
C02530,120,22,98
C02531,120,71,49
C02532,50,63,-13
C02533,120,27,93
C02534,20,79,-59
C02535,20,50,-30
C02536,50,53,-3
C02537,120,27,93
C02538,20,16,4
C02539,20,33,-13
C02540,120,63,57
C02541,120,57,63
C02542,50,72,-22
C02543,20,67,-47
C02544,50,33,17
C02545,20,7,13
C02546,120,41,79
C02547,20,67,-47
C02548,20,27,-7
C02549,20,53,-33
C02550,120,7,113
C02551,120,26,94
C02552,20,40,-20
C02553,20,14,6
C02554,120,13,107
C02555,120,60,60
C02556,120,59,61
C02557,20,23,-3
C02558,50,76,-26
C02559,50,37,13
C02560,120,24,96
C02561,50,39,11
C02562,20,35,-15
C02563,50,54,-4
C02564,50,50,0
C02565,50,14,36
C02566,120,71,49
C02567,20,38,-18
C02568,120,55,65
C02569,50,43,7
C02570,120,72,48
C02571,20,16,4
C02572,20,30,-10
C02573,20,75,-55
C02574,20,71,-51
C02575,50,6,44
C02576,50,16,34
C02577,50,63,-13
C02578,50,36,14
C02579,50,55,-5
C02580,120,15,105
C02581,20,36,-16
C02582,50,68,-18
C02583,20,49,-29
C02584,20,58,-38
C02585,50,10,40
C02586,50,30,20
C02587,20,12,8
C02588,20,12,8
C02589,20,42,-22
C02590,120,12,108
C02591,120,21,99
C02592,20,7,13
C02593,120,45,75
C02594,20,77,-57
C02595,20,57,-37
C02596,50,74,-24
C02597,20,66,-46
C02598,50,57,-7
C02599,50,63,-13
C02600,20,27,-7
C02601,120,51,69
C02602,20,39,-19
C02603,20,18,2
C02604,120,69,51
C02605,50,53,-3
C02606,120,40,80
C02607,20,5,15
C02608,20,26,-6
C02609,120,39,81
C02610,120,7,113
C02611,120,16,104
C02612,50,41,9
C02613,120,62,58
C02614,20,16,4
C02615,120,6,114
C02616,20,69,-49
C02617,50,62,-12
C02618,50,64,-14
C02619,120,45,75
C02620,20,39,-19
C02621,50,15,35
C02622,120,56,64
C02623,50,56,-6
C02624,120,66,54
C02625,20,67,-47
C02626,120,19,101
C02627,20,74,-54
C02628,50,44,6
C02629,20,13,7
C02630,20,74,-54
C02631,50,21,29
C02632,20,27,-7
C02633,20,62,-42
C02634,120,55,65
C02635,20,61,-41
C02636,120,20,100
C02637,20,49,-29
C02638,50,65,-15
C02639,20,16,4
C02640,20,77,-57
C02641,20,10,10
C02642,120,8,112
C02643,50,78,-28
C02644,50,39,11
C02645,20,51,-31
C02646,20,23,-3
C02647,120,31,89
C02648,50,15,35
C02649,20,74,-54
C02650,20,63,-43
C02651,50,45,5
C02652,20,47,-27
C02653,20,32,-12
C02654,50,67,-17
C02655,120,71,49
C02656,20,49,-29
C02657,20,28,-8
C02658,50,68,-18
C02659,50,77,-27
C02660,120,43,77
C02661,120,49,71
C02662,20,65,-45
C02663,120,47,73
C02664,120,71,49
C02665,120,46,74
C02666,20,45,-25
C02667,120,51,69
C02668,120,47,73
C02669,120,27,93
C02670,50,36,14
C02671,120,78,42
C02672,120,61,59
C02673,50,42,8
C02674,50,19,31
C02675,20,32,-12
C02676,20,17,3
C02677,50,39,11
C02678,20,6,14
C02679,120,65,55
C02680,20,69,-49
C02681,120,45,75
C02682,120,8,112
C02683,120,57,63
C02684,50,18,32
C02685,20,21,-1
C02686,20,18,2
C02687,50,45,5
C02688,50,66,-16
