customer_id,country,industry,signup_date,company_size
C01734,Canada,Tech,2023-05-05,Medium
C01735,India,Finance,2024-09-11,Medium
C01736,Germany,Finance,2024-08-18,Large
C01737,Canada,Healthcare,2024-06-01,Small
C01738,India,Retail,2024-01-29,Large
C01739,Germany,Retail,2023-09-16,Medium
C01740,USA,Education,2022-07-26,Small
C01741,India,Finance,2024-05-13,Large
C01742,UK,Finance,2024-04-25,Medium
C01743,India,Tech,2022-08-21,Large
C01744,India,Retail,2023-07-27,Medium
C01745,Germany,Tech,2023-08-20,Medium
C01746,USA,Healthcare,2023-11-26,Small
C01747,UK,Education,2022-08-27,Small
C01748,Canada,Tech,2022-09-07,Small
C01749,Canada,Retail,2023-08-06,Medium
C01750,India,Healthcare,2024-01-10,Large
C01751,Germany,Finance,2023-08-20,Small
C01752,Germany,Healthcare,2022-11-02,Small
C01753,Canada,Tech,2024-09-26,Small
C01754,UK,Retail,2024-06-26,Small
C01755,USA,Tech,2023-04-08,Medium
C01756,UK,Finance,2024-02-22,Large
C01757,USA,Finance,2024-07-01,Medium
C01758,Canada,Retail,2024-03-12,Medium
C01759,USA,Education,2022-08-24,Medium
C01760,Germany,Healthcare,2022-10-18,Small
C01761,India,Healthcare,2022-02-08,Large
C01762,India,Finance,2024-09-24,Medium
C01763,Canada,Tech,2023-12-19,Medium
C01764,Germany,Tech,2022-07-02,Medium
C01765,UK,Education,2023-11-30,Small
C01766,Germany,Tech,2023-10-07,Small
C01767,India,Healthcare,2022-01-30,Medium
C01768,India,Tech,2023-01-23,Small
C01769,Germany,Education,2024-02-06,Large
C01770,Germany,Healthcare,2022-05-23,Small
C01771,India,Tech,2023-09-07,Medium
C01772,UK,Healthcare,2023-02-23,Large
C01773,Canada,Finance,2022-03-15,Small
C01774,Canada,Finance,2022-02-24,Medium
C01775,Germany,Finance,2024-08-19,Large
C01776,Canada,Tech,2024-01-18,Large
C01777,India,Education,2023-07-26,Large
C01778,India,Healthcare,2022-01-24,Small
C01779,Germany,Retail,2024-09-14,Large
C01780,Germany,Finance,2022-01-22,Small
C01781,Germany,Finance,2023-03-04,Medium
C01782,UK,Retail,2022-02-01,Small
C01783,Canada,Retail,2024-05-12,Small
C01784,Germany,Tech,2022-12-05,Medium
C01785,USA,Healthcare,2024-08-04,Small
C01786,USA,Finance,2024-09-07,Small
C01787,India,Education,2023-05-30,Medium
C01788,Canada,Tech,2023-05-27,Large
C01789,Germany,Tech,2022-03-11,Medium
C01790,USA,Education,2023-11-03,Large
C01791,Canada,Education,2024-06-16,Small
C01792,India,Education,2022-03-29,Medium
C01793,UK,Retail,2024-05-26,Large
C01794,Canada,Finance,2023-07-25,Small
C01795,Canada,Retail,2024-02-03,Small
C01796,UK,Finance,2022-08-07,Small
C01797,Canada,Retail,2023-12-14,Large
C01798,India,Healthcare,2023-08-12,Large
C01799,India,Finance,2024-02-06,Large
C01800,UK,Tech,2024-01-29,Small
C01801,Germany,Finance,2022-09-27,Large
C01802,USA,Finance,2024-03-29,Medium
C01803,Germany,Finance,2023-10-13,Large
C01804,Canada,Healthcare,2022-03-19,Large
C01805,USA,Retail,2023-08-15,Small
C01806,UK,Tech,2022-01-10,Medium
C01807,UK,Retail,2023-04-13,Medium
C01808,USA,Retail,2022-12-02,Medium
C01809,India,Education,2023-09-28,Large
C01810,USA,Healthcare,2022-07-05,Small
C01811,Canada,Education,2023-06-30,Large
C01812,India,Healthcare,2022-05-01,Small
C01813,UK,Retail,2023-08-15,Medium
C01814,USA,Retail,2023-12-19,Large
C01815,Germany,Healthcare,2023-07-19,Small
C01816,Germany,Retail,2023-10-30,Large
C01817,Canada,Retail,2022-10-01,Small
C01818,Germany,Tech,2023-02-14,Medium
C01819,USA,Education,2022-12-24,Large
C01820,USA,Education,2023-10-09,Medium
C01821,Germany,Education,2024-07-29,Large
C01822,USA,Finance,2022-04-08,Large
C01823,Canada,Tech,2022-08-29,Small
C01824,India,Education,2023-07-11,Small
C01825,Canada,Education,2023-12-12,Small
C01826,Canada,Tech,2024-09-19,Medium
C01827,USA,Retail,2024-03-13,Medium
C01828,India,Education,2024-08-05,Large
C01829,USA,Retail,2022-04-24,Small
C01830,UK,Education,2023-05-02,Medium
C01831,USA,Healthcare,2024-02-28,Large
C01832,USA,Finance,2022-08-29,Medium
C01833,USA,Education,2022-06-05,Large
C01834,India,Healthcare,2022-12-18,Small
C01835,USA,Tech,2022-02-13,Large
C01836,India,Healthcare,2023-08-15,Large
C01837,Germany,Tech,2022-11-08,Small
C01838,UK,Education,2022-05-18,Small
C01839,India,Tech,2023-10-25,Large
C01840,Germany,Healthcare,2024-08-01,Medium
C01841,India,Finance,2023-03-12,Small
C01842,India,Retail,2024-01-24,Large
C01843,UK,Retail,2022-05-23,Small
C01844,Canada,Finance,2024-04-02,Small
C01845,Canada,Retail,2022-10-26,Medium
C01846,India,Education,2023-07-16,Small
C01847,USA,Education,2022-09-19,Large
C01848,Germany,Healthcare,2023-05-27,Large
C01849,USA,Healthcare,2023-11-04,Small
C01850,USA,Tech,2022-03-03,Small
C01851,India,Healthcare,2023-07-21,Medium
C01852,India,Education,2023-02-27,Medium
C01853,India,Healthcare,2023-01-31,Medium
C01854,India,Retail,2024-06-02,Large
C01855,Canada,Tech,2024-09-22,Medium
C01856,India,Tech,2022-01-31,Large
C01857,Canada,Education,2022-11-26,Medium
C01858,Canada,Healthcare,2024-08-06,Large
C01859,India,Retail,2024-03-12,Small
C01860,UK,Healthcare,2022-06-18,Large
C01861,Germany,Finance,2022-09-23,Small
C01862,USA,Healthcare,2022-11-04,Large
C01863,Canada,Education,2023-04-04,Large
C01864,Germany,Healthcare,2022-07-04,Small
C01865,UK,Tech,2022-11-30,Large
C01866,USA,Retail,2023-05-30,Large
C01867,USA,Education,2023-03-17,Medium
C01868,Canada,Finance,2023-11-04,Small
C01869,India,Retail,2023-01-26,Small
C01870,UK,Retail,2024-02-11,Medium
C01871,Canada,Tech,2024-07-23,Medium
C01872,UK,Tech,2023-07-14,Small
C01873,India,Tech,2022-09-11,Small
C01874,India,Education,2023-08-09,Small
C01875,Canada,Healthcare,2022-12-01,Medium
C01876,India,Retail,2023-02-04,Medium
C01877,Germany,Healthcare,2022-06-15,Large
C01878,USA,Healthcare,2022-09-17,Medium
C01879,Canada,Tech,2022-01-04,Large
C01880,UK,Healthcare,2024-06-06,Large
C01881,Germany,Retail,2022-04-29,Medium
C01882,Canada,Retail,2024-09-22,Medium
C01883,India,Finance,2024-07-11,Medium
C01884,India,Education,2023-04-15,Medium
C01885,India,Healthcare,2023-04-15,Small
C01886,India,Education,2024-02-24,Medium
C01887,UK,Education,2023-05-08,Large
C01888,Germany,Education,2024-01-08,Large
C01889,USA,Education,2024-05-13,Small
C01890,UK,Retail,2023-05-15,Small
C01891,UK,Healthcare,2022-03-11,Medium
C01892,USA,Finance,2023-11-25,Small
C01893,USA,Education,2024-05-14,Medium
C01894,India,Finance,2024-02-15,Medium
C01895,UK,Retail,2023-01-05,Small
C01896,Canada,Retail,2022-06-30,Small
C01897,USA,Tech,2024-09-22,Large
C01898,USA,Education,2022-01-05,Small
C01899,Germany,Tech,2022-07-16,Small
C01900,Canada,Finance,2022-02-16,Small
C01901,Canada,Healthcare,2024-08-27,Large
C01902,USA,Tech,2023-07-06,Medium
C01903,India,Retail,2023-09-26,Large
C01904,Germany,Education,2023-10-09,Small
C01905,Canada,Finance,2022-05-20,Small
C01906,USA,Retail,2024-05-11,Small
C01907,Canada,Healthcare,2023-10-27,Medium
C01908,Germany,Education,2023-06-24,Large
C01909,Germany,Healthcare,2023-03-03,Large
C01910,UK,Healthcare,2023-08-12,Medium
C01911,USA,Education,2023-11-18,Large
C01912,Germany,Education,2023-07-15,Medium
C01913,UK,Healthcare,2024-05-03,Medium
C01914,UK,Finance,2022-11-06,Large
C01915,Canada,Education,2022-10-01,Large
C01916,Canada,Retail,2023-06-23,Medium
C01917,UK,Tech,2024-04-19,Large
C01918,Canada,Finance,2023-01-25,Medium
C01919,Germany,Education,2023-04-04,Large
C01920,India,Education,2024-01-03,Large
C01921,Germany,Finance,2023-09-26,Large
C01922,UK,Tech,2022-12-27,Large
C01923,UK,Healthcare,2022-03-10,Large
C01924,Germany,Retail,2023-08-06,Small
C01925,Canada,Education,2023-10-24,Small
C01926,Canada,Tech,2023-11-30,Large
C01927,UK,Retail,2023-03-07,Large
C01928,USA,Finance,2024-06-03,Large
C01929,Canada,Education,2024-01-28,Medium
C01930,Germany,Healthcare,2023-12-09,Small
C01931,Canada,Finance,2022-02-01,Medium
C01932,Germany,Education,2024-09-05,Small
C01933,UK,Tech,2023-09-13,Small
C01934,Canada,Retail,2024-05-14,Large
C01935,Germany,Retail,2023-05-28,Large
C01936,UK,Education,2022-07-01,Medium
C01937,USA,Finance,2023-11-17,Medium
C01938,Germany,Healthcare,2023-11-12,Large
C01939,USA,Tech,2022-09-05,Large
C01940,USA,Education,2023-09-12,Small
C01941,India,Tech,2024-05-31,Small
C01942,Canada,Retail,2022-10-24,Large
C01943,Germany,Healthcare,2024-02-15,Small
C01944,USA,Tech,2024-07-16,Medium
C01945,India,Education,2022-01-30,Small
C01946,UK,Healthcare,2022-10-29,Large
C01947,Germany,Finance,2023-04-21,Small
C01948,USA,Education,2024-05-22,Large
C01949,Canada,Tech,2024-08-05,Small
C01950,India,Healthcare,2022-12-18,Medium
C01951,USA,Education,2024-09-11,Medium
C01952,Canada,Healthcare,2023-04-27,Large
C01953,USA,Healthcare,2022-11-13,Large
C01954,Germany,Healthcare,2024-01-07,Large
C01955,Germany,Tech,2023-02-01,Small
C01956,Germany,Education,2022-03-30,Small
C01957,India,Retail,2022-08-22,Small
C01958,Germany,Retail,2022-06-17,Medium
C01959,Canada,Tech,2024-01-13,Large
C01960,USA,Tech,2022-05-06,Small
C01961,UK,Healthcare,2023-07-27,Medium
C01962,Canada,Education,2022-04-30,Large
C01963,Canada,Education,2023-03-04,Medium
C01964,Germany,Finance,2022-07-09,Large
C01965,India,Finance,2023-09-25,Small
C01966,USA,Retail,2023-03-04,Medium
C01967,India,Finance,2023-07-14,Medium
C01968,USA,Finance,2022-07-21,Medium
C01969,USA,Retail,2022-02-28,Large
C01970,India,Retail,2023-11-28,Large
C01971,Canada,Finance,2022-08-11,Medium
C01972,USA,Education,2023-05-07,Large
C01973,India,Finance,2022-01-11,Medium
C01974,USA,Healthcare,2024-03-03,Small
C01975,UK,Healthcare,2023-12-02,Medium
C01976,Canada,Healthcare,2023-05-27,Medium
C01977,Germany,Tech,2024-03-24,Large
C01978,USA,Healthcare,2022-11-06,Large
C01979,UK,Education,2024-01-19,Large
C01980,Germany,Tech,2022-02-03,Small
C01981,Germany,Tech,2022-12-06,Small
C01982,USA,Healthcare,2023-10-09,Small
C01983,India,Finance,2023-04-26,Large
C01984,USA,Retail,2023-07-28,Medium
C01985,UK,Finance,2024-04-04,Medium
C01986,Germany,Finance,2024-01-09,Medium
C01987,USA,Tech,2022-04-03,Large
C01988,India,Tech,2023-09-20,Large
C01989,USA,Tech,2024-04-23,Small
C01990,Canada,Education,2022-05-13,Large
C01991,India,Education,2024-04-23,Medium
C01992,UK,Retail,2024-09-15,Small
C01993,Germany,Tech,2023-02-23,Small
C01994,USA,Healthcare,2023-04-13,Large
C01995,India,Tech,2024-03-15,Small
C01996,Canada,Education,2023-03-20,Small
C01997,India,Tech,2023-12-06,Large
C01998,Canada,Education,2024-06-30,Small
C01999,UK,Tech,2022-01-30,Medium
C02000,Germany,Healthcare,2024-08-26,Large
C02001,UK,Retail,2022-10-25,Medium
C02002,USA,Healthcare,2022-03-02,Medium
C02003,India,Education,2023-04-03,Medium
C02004,Canada,Finance,2024-08-30,Medium
C02005,Canada,Healthcare,2022-10-31,Small
C02006,India,Tech,2024-08-15,Small
C02007,India,Retail,2022-12-06,Large
C02008,USA,Tech,2024-05-10,Large
C02009,UK,Tech,2023-03-24,Medium
C02010,Canada,Healthcare,2024-08-10,Medium
C02011,USA,Retail,2024-04-15,Large
C02012,UK,Finance,2022-10-29,Large
C02013,USA,Tech,2024-05-30,Large
C02014,Canada,Retail,2023-06-24,Large
C02015,India,Finance,2023-04-30,Medium
C02016,India,Tech,2022-03-18,Large
C02017,UK,Retail,2023-09-25,Small
C02018,Germany,Healthcare,2023-05-30,Medium
C02019,UK,Tech,2023-07-03,Small
C02020,Germany,Tech,2024-08-01,Large
C02021,USA,Retail,2023-10-21,Small
C02022,USA,Tech,2022-04-02,Large
C02023,Canada,Finance,2024-04-30,Small
C02024,Germany,Tech,2024-02-24,Medium
C02025,Canada,Education,2023-04-11,Small
C02026,India,Finance,2023-04-11,Medium
C02027,Germany,Retail,2024-06-07,Small
C02028,UK,Finance,2023-08-22,Small
C02029,India,Education,2022-02-09,Medium
C02030,India,Education,2023-11-21,Medium
C02031,UK,Tech,2022-11-25,Large
C02032,India,Tech,2022-10-12,Medium
C02033,Germany,Healthcare,2024-08-04,Medium
C02034,Canada,Finance,2023-07-08,Large
C02035,India,Healthcare,2024-03-07,Medium
C02036,Germany,Education,2022-03-07,Medium
C02037,USA,Tech,2023-09-28,Small
C02038,Germany,Tech,2023-10-19,Large
C02039,Canada,Tech,2023-09-24,Large
C02040,Germany,Retail,2022-04-19,Small
C02041,UK,Education,2023-02-19,Large
C02042,Canada,Tech,2022-04-02,Small
C02043,USA,Education,2023-01-03,Medium
C02044,UK,Tech,2024-03-30,Large
C02045,Germany,Finance,2023-02-27,Medium
C02046,Canada,Education,2023-07-26,Large
C02047,USA,Healthcare,2024-05-11,Medium
C02048,UK,Retail,2024-01-09,Large
C02049,USA,Healthcare,2022-08-28,Large
C02050,Germany,Education,2023-03-11,Medium
C02051,USA,Tech,2022-07-31,Small
C02052,India,Education,2023-02-04,Large
C02053,UK,Retail,2023-09-02,Small
C02054,USA,Education,2023-06-10,Small
C02055,Germany,Tech,2023-12-31,Small
C02056,Germany,Healthcare,2023-04-13,Small
C02057,USA,Finance,2022-06-19,Small
C02058,Germany,Healthcare,2024-03-29,Small
C02059,Canada,Tech,2024-03-02,Large
C02060,Canada,Tech,2024-05-24,Small
C02061,Canada,Retail,2022-07-29,Large
C02062,India,Education,2022-09-13,Large
C02063,USA,Education,2023-11-14,Large
C02064,India,Healthcare,2022-03-14,Medium
C02065,Germany,Finance,2022-05-27,Small
C02066,India,Finance,2022-12-06,Medium
C02067,Germany,Retail,2022-11-13,Small
C02068,Germany,Tech,2023-09-10,Medium
C02069,UK,Retail,2023-08-29,Large
C02070,Canada,Education,2023-07-29,Medium
C02071,Germany,Tech,2022-06-03,Large
C02072,UK,Retail,2022-09-12,Medium
C02073,Canada,Healthcare,2022-12-17,Small
C02074,Germany,Education,2023-07-01,Small
C02075,Germany,Finance,2024-04-14,Medium
C02076,India,Retail,2022-11-08,Medium
C02077,India,Education,2024-03-18,Small
C02078,Canada,Education,2024-02-04,Medium
C02079,Germany,Finance,2023-10-31,Medium
C02080,USA,Finance,2022-05-14,Small
C02081,India,Finance,2024-08-05,Large
C02082,Canada,Retail,2022-05-09,Small
C02083,Germany,Finance,2023-03-12,Small
C02084,Germany,Healthcare,2022-10-07,Medium
C02085,USA,Education,2022-12-24,Small
C02086,Canada,Finance,2024-07-18,Small
C02087,Germany,Education,2024-06-01,Medium
C02088,India,Tech,2022-09-09,Medium
C02089,USA,Tech,2022-05-15,Large
C02090,Canada,Finance,2024-04-22,Small
C02091,USA,Education,2023-06-07,Large
C02092,India,Tech,2024-03-14,Large
C02093,Canada,Finance,2023-10-22,Large
C02094,USA,Education,2022-11-15,Large
C02095,UK,Finance,2022-03-21,Small
C02096,India,Education,2022-07-10,Small
C02097,India,Tech,2023-03-29,Small
C02098,India,Finance,2022-12-10,Large
C02099,UK,Tech,2022-01-30,Medium
C02100,UK,Finance,2023-02-18,Small
C02101,Germany,Retail,2024-05-20,Large
C02102,USA,Tech,2023-01-03,Large
C02103,Germany,Tech,2024-01-11,Large
C02104,USA,Healthcare,2024-09-19,Large
C02105,UK,Tech,2023-08-19,Large
C02106,UK,Education,2023-05-17,Large
C02107,Germany,Finance,2023-10-24,Small
C02108,Canada,Retail,2024-05-22,Medium
C02109,Germany,Education,2023-12-02,Small
C02110,USA,Education,2022-01-21,Small
C02111,Germany,Education,2023-07-03,Large
C02112,India,Education,2022-09-03,Small
C02113,USA,Retail,2022-10-10,Medium
C02114,USA,Healthcare,2023-09-06,Medium
C02115,Canada,Tech,2024-07-19,Large
C02116,UK,Education,2024-03-16,Medium
C02117,USA,Tech,2022-08-20,Large
C02118,UK,Tech,2022-11-12,Medium
C02119,Germany,Education,2024-04-17,Medium
C02120,India,Healthcare,2024-03-10,Small
C02121,Canada,Tech,2022-12-02,Medium
C02122,UK,Finance,2024-09-14,Large
C02123,USA,Tech,2024-09-02,Medium
C02124,UK,Education,2023-02-15,Medium
C02125,USA,Retail,2022-09-02,Small
C02126,UK,Tech,2023-01-22,Large
C02127,USA,Healthcare,2023-11-20,Large
C02128,Germany,Finance,2023-12-26,Large
C02129,USA,Finance,2022-12-24,Small
C02130,USA,Retail,2023-09-06,Medium
C02131,India,Retail,2024-03-08,Large
C02132,USA,Tech,2022-01-22,Medium
C02133,India,Education,2022-01-19,Medium
C02134,Canada,Healthcare,2022-10-14,Medium
C02135,India,Finance,2022-10-03,Small
C02136,Germany,Retail,2023-10-21,Medium
C02137,India,Healthcare,2024-06-16,Small
C02138,Canada,Education,2023-07-06,Small
C02139,Germany,Finance,2023-11-10,Small
C02140,UK,Finance,2023-08-26,Large
C02141,UK,Education,2022-03-13,Small
C02142,India,Finance,2022-12-31,Large
C02143,India,Education,2024-08-07,Small
C02144,Canada,Finance,2024-03-05,Small
C02145,Canada,Tech,2022-12-01,Small
C02146,USA,Education,2023-10-14,Small
C02147,Canada,Healthcare,2024-01-21,Medium
C02148,USA,Tech,2023-08-13,Medium
C02149,Germany,Healthcare,2022-07-18,Small
C02150,India,Finance,2022-01-17,Medium
C02151,Germany,Healthcare,2022-08-06,Large
C02152,Canada,Tech,2024-01-11,Medium
C02153,Germany,Education,2024-05-01,Medium
C02154,Germany,Retail,2023-10-12,Medium
C02155,Germany,Healthcare,2022-05-27,Small
C02156,Canada,Retail,2022-07-29,Large
C02157,Germany,Healthcare,2023-11-01,Small
C02158,USA,Healthcare,2023-02-18,Large
C02159,Canada,Education,2023-10-27,Small
C02160,Germany,Finance,2024-05-05,Medium
C02161,Canada,Tech,2022-11-26,Large
C02162,UK,Tech,2024-06-13,Medium
C02163,USA,Tech,2024-08-19,Large
C02164,Germany,Finance,2024-05-19,Large
C02165,UK,Retail,2022-12-18,Small
C02166,UK,Tech,2022-06-12,Small
C02167,Canada,Retail,2024-03-29,Medium
C02168,UK,Finance,2022-04-11,Medium
C02169,USA,Finance,2022-11-23,Large
C02170,USA,Education,2022-11-23,Large
C02171,India,Tech,2022-06-04,Small
C02172,USA,Education,2022-01-10,Small
C02173,UK,Tech,2022-12-19,Small
C02174,USA,Finance,2024-07-27,Small
C02175,Canada,Finance,2022-07-02,Small
C02176,India,Healthcare,2023-03-31,Large
C02177,UK,Healthcare,2023-10-08,Large
C02178,India,Finance,2022-01-06,Medium
C02179,UK,Finance,2022-11-29,Large
C02180,Canada,Retail,2024-08-01,Small
C02181,India,Retail,2022-11-29,Large
C02182,Germany,Education,2022-09-15,Large
C02183,UK,Healthcare,2022-07-30,Large
C02184,Germany,Healthcare,2022-02-20,Medium
C02185,India,Finance,2023-03-21,Medium
C02186,Germany,Finance,2023-10-21,Large
C02187,Germany,Education,2023-01-12,Large
C02188,India,Healthcare,2023-10-02,Small
C02189,Canada,Retail,2023-05-01,Medium
C02190,Germany,Tech,2024-02-09,Small
C02191,Germany,Education,2022-02-20,Small
C02192,Canada,Tech,2022-06-03,Large
C02193,Germany,Retail,2023-08-05,Large
C02194,Germany,Retail,2024-02-27,Large
C02195,Germany,Tech,2024-03-01,Small
C02196,USA,Education,2022-11-06,Small
C02197,Canada,Tech,2023-02-03,Small
C02198,Germany,Education,2022-05-14,Large
C02199,Canada,Education,2022-08-08,Large
C02200,UK,Finance,2022-06-12,Large
C02201,UK,Healthcare,2024-08-28,Small
C02202,Germany,Healthcare,2023-10-10,Small
C02203,Canada,Retail,2023-07-23,Medium
C02204,Canada,Finance,2023-05-17,Large
C02205,Canada,Healthcare,2024-08-03,Small
C02206,USA,Education,2023-11-20,Medium
C02207,UK,Education,2022-04-25,Small
C02208,Canada,Tech,2023-05-14,Small
C02209,Canada,Tech,2023-04-17,Large
C02210,USA,Education,2022-05-29,Medium
C02211,USA,Education,2022-08-29,Small
C02212,Canada,Tech,2022-05-03,Medium
C02213,India,Healthcare,2024-03-14,Medium
C02214,Canada,Retail,2024-04-18,Large
C02215,Canada,Tech,2022-03-10,Medium
C02216,USA,Healthcare,2024-04-05,Large
C02217,USA,Healthcare,2022-03-04,Large
C02218,Canada,Healthcare,2024-01-03,Large
C02219,Canada,Finance,2022-01-16,Medium
C02220,Canada,Finance,2023-01-25,Small
C02221,USA,Healthcare,2023-08-13,Large
C02222,Canada,Education,2023-09-26,Small
C02223,Canada,Finance,2024-08-05,Medium
C02224,Germany,Tech,2022-09-15,Small
C02225,India,Finance,2022-08-05,Small
C02226,UK,Education,2023-04-24,Large
C02227,India,Retail,2022-04-24,Large
C02228,Germany,Finance,2024-05-31,Large
C02229,UK,Healthcare,2024-08-30,Medium
C02230,Canada,Healthcare,2023-01-15,Small
C02231,Germany,Healthcare,2023-10-20,Medium
C02232,Canada,Retail,2024-09-03,Medium
C02233,USA,Education,2022-08-25,Medium
C02234,Germany,Tech,2023-04-21,Medium
C02235,USA,Education,2024-08-29,Large
C02236,Germany,Retail,2024-07-19,Small
C02237,Germany,Healthcare,2023-08-21,Large
C02238,USA,Education,2023-11-10,Large
C02239,UK,Tech,2022-05-09,Medium
C02240,India,Healthcare,2023-05-25,Large
C02241,Canada,Tech,2022-06-14,Small
C02242,Germany,Finance,2022-10-04,Medium
C02243,Canada,Tech,2022-09-14,Large
C02244,USA,Healthcare,2022-05-12,Medium
C02245,Canada,Finance,2024-09-18,Small
C02246,USA,Healthcare,2023-07-24,Medium
C02247,Canada,Healthcare,2022-09-14,Large
C02248,India,Finance,2022-05-21,Large
C02249,India,Tech,2023-11-17,Small
C02250,India,Retail,2023-11-18,Small
C02251,India,Retail,2022-07-28,Medium
C02252,India,Retail,2023-12-17,Large
C02253,India,Retail,2023-06-03,Small
C02254,USA,Education,2022-02-20,Small
C02255,Germany,Retail,2023-05-18,Large
C02256,Canada,Finance,2022-09-16,Small
C02257,India,Retail,2022-06-27,Small
C02258,USA,Healthcare,2024-07-10,Large
C02259,USA,Retail,2023-06-27,Small
C02260,USA,Tech,2022-12-22,Large
C02261,Germany,Finance,2022-11-14,Large
C02262,Canada,Finance,2023-10-28,Medium
C02263,Germany,Education,2024-08-20,Large
C02264,UK,Healthcare,2022-12-30,Small
C02265,USA,Finance,2022-02-24,Medium
C02266,UK,Tech,2022-06-05,Medium
C02267,India,Retail,2022-02-13,Small
C02268,India,Finance,2023-08-16,Medium
C02269,Germany,Tech,2023-11-09,Small
C02270,Canada,Retail,2023-06-26,Medium
C02271,UK,Education,2022-11-18,Small
C02272,Canada,Finance,2023-10-10,Large
C02273,Germany,Finance,2022-01-14,Large
C02274,India,Tech,2022-12-23,Medium
C02275,Canada,Healthcare,2023-04-28,Medium
C02276,Canada,Education,2023-09-10,Large
C02277,India,Healthcare,2022-12-25,Small
C02278,UK,Finance,2022-11-14,Medium
C02279,India,Healthcare,2022-03-16,Large
C02280,Canada,Retail,2024-08-16,Medium
C02281,UK,Education,2023-08-14,Large
C02282,UK,Healthcare,2022-07-13,Large
C02283,India,Retail,2024-09-23,Large
C02284,Canada,Tech,2022-12-29,Small
C02285,Germany,Healthcare,2022-04-06,Medium
C02286,Canada,Education,2022-02-09,Small
C02287,USA,Retail,2024-02-07,Small
C02288,Germany,Healthcare,2023-02-01,Large
C02289,UK,Tech,2022-04-17,Small
C02290,Germany,Healthcare,2022-01-17,Medium
C02291,UK,Retail,2023-06-11,Medium
C02292,UK,Healthcare,2024-07-17,Large
C02293,Germany,Education,2024-02-23,Large
C02294,UK,Finance,2023-05-14,Medium
C02295,UK,Retail,2023-06-09,Medium
C02296,USA,Retail,2024-01-29,Large
C02297,Canada,Retail,2023-12-27,Small
C02298,Canada,Retail,2023-10-25,Medium
C02299,USA,Healthcare,2024-03-14,Large
C02300,Germany,Education,2022-02-12,Large
C02301,India,Tech,2024-08-03,Medium
C02302,India,Education,2023-09-18,Large
C02303,India,Retail,2024-04-21,Medium
C02304,USA,Healthcare,2023-08-16,Large
C02305,USA,Healthcare,2022-12-16,Large
C02306,UK,Retail,2023-10-15,Small
C02307,India,Healthcare,2022-01-30,Large
C02308,Germany,Retail,2023-03-17,Medium
C02309,Germany,Education,2023-06-26,Medium
C02310,India,Finance,2023-03-31,Small
C02311,India,Healthcare,2024-02-17,Medium
C02312,India,Retail,2023-09-03,Large
C02313,USA,Retail,2024-08-19,Small
C02314,USA,Healthcare,2022-04-04,Medium
C02315,USA,Tech,2023-12-24,Large
C02316,Canada,Retail,2022-10-22,Small
C02317,Germany,Healthcare,2023-07-03,Large
C02318,Germany,Retail,2024-06-17,Medium
C02319,UK,Tech,2022-03-30,Medium
C02320,USA,Finance,2024-07-18,Medium
C02321,Canada,Tech,2023-05-18,Medium
C02322,Canada,Education,2024-02-06,Small
C02323,Germany,Healthcare,2022-08-02,Medium
C02324,USA,Tech,2023-02-26,Small
C02325,UK,Finance,2023-06-10,Small
C02326,USA,Retail,2022-07-11,Large
C02327,India,Healthcare,2024-03-17,Medium
C02328,USA,Tech,2023-11-25,Large
C02329,India,Finance,2023-10-04,Large
C02330,India,Tech,2022-08-12,Large
C02331,UK,Education,2023-07-09,Large
C02332,Germany,Healthcare,2023-11-24,Large
C02333,USA,Retail,2023-01-22,Medium
C02334,India,Finance,2023-11-12,Large
C02335,USA,Tech,2024-02-15,Small
C02336,Germany,Healthcare,2023-04-19,Small
C02337,Germany,Tech,2023-08-31,Medium
C02338,Canada,Healthcare,2022-07-22,Small
C02339,Germany,Education,2023-03-23,Large
C02340,UK,Tech,2024-04-12,Small
C02341,India,Education,2024-04-26,Large
C02342,Canada,Finance,2024-06-18,Medium
C02343,UK,Education,2022-03-09,Small
C02344,USA,Healthcare,2022-04-02,Small
C02345,India,Finance,2024-02-17,Small
C02346,Germany,Tech,2024-04-22,Medium
C02347,India,Tech,2022-06-27,Medium
C02348,USA,Healthcare,2023-10-25,Small
C02349,Canada,Retail,2024-04-08,Medium
C02350,Canada,Retail,2023-07-13,Large
C02351,Canada,Tech,2022-01-03,Medium
C02352,Germany,Healthcare,2024-09-25,Small
C02353,UK,Retail,2022-04-13,Large
C02354,UK,Education,2022-09-30,Small
C02355,India,Tech,2023-06-18,Small
C02356,Germany,Education,2022-04-26,Small
C02357,Canada,Healthcare,2024-05-08,Medium
C02358,Canada,Education,2024-06-30,Small
C02359,USA,Retail,2023-04-09,Large
C02360,USA,Retail,2022-04-14,Large
C02361,Canada,Finance,2022-09-16,Large
C02362,Canada,Tech,2022-11-04,Small
C02363,Germany,Healthcare,2023-01-02,Large
C02364,UK,Tech,2024-07-17,Large
C02365,USA,Education,2024-03-20,Large
C02366,UK,Healthcare,2023-10-04,Large
C02367,Germany,Healthcare,2024-03-17,Medium
C02368,Canada,Retail,2022-10-29,Small
C02369,UK,Education,2023-07-14,Small
C02370,Canada,Retail,2022-01-27,Large
C02371,Canada,Retail,2023-05-23,Small
C02372,India,Finance,2023-06-11,Large
C02373,UK,Retail,2024-02-14,Large
C02374,UK,Tech,2022-12-31,Large
C02375,Canada,Healthcare,2024-08-10,Small
